port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kingston - Ocho Rios,7,5,1987,1987,2009,2011,5735964,8752141,230,401,233,224,7,512
Port Royal - Kingston,56,20,1999,2002,2003,2002,169471590,255729090,408,1240,440,394,198,14967
Rio Bueno - Port Rhoades,12,8,1994,1996,1997,1997,263438883,501440590,144,631,1271,1330,28,2146
Alligator Pond - Port Royal,6,6,2009,2009,2012,2012,13649141,18382062,192,399,215,197,6,455
Montego Bay - Kingston,225,29,1998,2002,2001,2001,449038005,628501663,187,355,251,259,241,18290
Montego Bay - Port Royal,112,19,1999,1999,2000,2000,205811407,264918371,208,537,260,271,85,6457
Rocky Point - Montego Bay,82,3,2013,2011,2013,2013,713498509,662853585,495,528,857,841,167,10528
Port Royal - Ocho Rios,8,4,1994,1990,2004,2005,6626526,10144449,240,497,203,197,5,359
Montego Bay - Ocho Rios,41,9,1996,1997,2010,2006,152735435,24921552,91,248,102,147,52,4046
Kingston - Esquivel,25,8,2005,2007,2006,2006,1456734520,2803742517,223,177,1250,1273,263,20284
Esquivel - Ocho Rios,5,1,1998,1998,1998,1998,1621417,2646173,149,149,167,167,2,180
Esquivel - Lucea,2,2,2002,2002,2005,2005,50878106,87321118,866,866,1351,1354,6,500
Lucea - Kingston,5,5,2005,2005,2011,2011,53788072,78424828,775,1363,1003,971,56,4187
Montego Bay - Esquivel,15,6,2004,2003,2009,2007,97606101,113532832,243,420,842,798,38,2703
Esquivel - Port Rhoades,6,4,2002,2004,2006,2006,9260364,13861214,254,261,273,273,5,370
Port Rhoades - Port Royal,4,4,2010,2010,2014,2014,28531549,50180009,216,250,268,267,3,221
Port Royal - Esquivel,18,7,2006,2006,2006,2006,35040093,52495207,197,351,138,116,33,2522
Montego Bay - Port Rhoades,20,8,1992,1993,2005,2005,3980131,5090645,125,187,196,225,8,596
Montego Bay - Port Antonio,4,4,1997,1997,2000,2005,4761334,4012744,108,239,186,457,2,154
Rocky Point - Esquivel,39,7,1985,1991,2003,2003,8770279,8408379,238,586,503,502,25,1867
Rocky Point - Alligator Pond,6,3,1988,1988,1995,1992,483264,384367,260,300,322,286,6,454
Esquivel - Alligator Pond,15,4,1990,1994,2004,2006,1426969,1756845,94,127,110,102,6,449
Ocho Rios - Saint Ann'S Bay,3,2,1993,1988,2003,2003,7396654,12175665,235,269,205,204,1,104
Port Rhoades - Ocho Rios,3,2,1989,1987,1991,1991,82501,93128,111,116,118,119,1,90
Saint Ann'S Bay - Rio Bueno,1,1,2011,2011,2011,2011,1657465,2899573,50,50,50,50,0,8
Alligator Pond - Kingston,14,9,2008,2009,2008,2007,40465694,69018231,105,199,116,113,15,1140
Port Antonio - Port Rhoades,2,2,1998,1998,2016,2016,5913572,10272841,132,132,161,161,1,44
Rocky Point - Rio Bueno,3,3,1998,1998,2011,2011,4949497,7492673,295,270,226,222,2,154
Rio Bueno - Ocho Rios,6,2,1983,1983,1987,1989,191582,214028,116,115,136,142,4,270
Rio Bueno - Alligator Pond,4,3,1990,1995,2007,2007,4099076,5852723,140,221,253,248,2,117
Rio Bueno - Montego Bay,3,2,1980,1983,1977,1978,64495,59755,113,90,97,90,1,82
Esquivel - Rio Bueno,4,4,2000,2000,2008,2008,5914465,7995259,288,404,264,262,5,346
Rocky Point - Lucea,2,1,2013,2013,2013,2013,6346633,6457977,493,493,493,493,2,165
Saint Ann'S Bay - Montego Bay,2,2,2002,2002,1998,2000,23060189,1991029,166,166,166,144,8,623
Savanna La Mar - Kingston,1,1,2007,2007,2007,2007,13809741,17172014,388,388,388,388,3,202
Saint Ann'S Bay - Port Rhoades,1,1,2010,2010,2010,2010,1827421,3141357,55,55,55,55,0,29
Port Royal - Rocky Point,5,2,1995,1992,2007,2007,1006922,955717,136,120,198,201,1,67
Rocky Point - Kingston,3,2,2006,2006,2003,2003,9609502,16069602,172,465,655,707,4,266
Lucea - Montego Bay,2,2,2002,2002,2002,2002,2066568,2336868,160,160,151,153,1,96
Montego Bay - Alligator Pond,1,1,2001,2001,2001,2001,32083,18934,119,119,119,119,0,11
Rio Bueno - Port Royal,3,3,2010,2010,2011,2011,8313510,13350413,173,175,172,173,2,126
Port Rhoades - Lucea,1,1,2009,2009,2009,2009,723857,949577,75,75,75,75,1,50
Lucea - Rio Bueno,1,1,2009,2009,2009,2009,1206122,1582228,125,125,125,125,1,70
Kingston - Rio Bueno,5,4,2007,2006,2009,2009,4473233,6285526,157,158,155,155,2,141
Kingston - Saint Ann'S Bay,1,1,1973,1973,1973,1973,122114,83214,560,560,560,560,0,33
Port Royal - Lucea,5,4,2006,2006,2006,2006,21029358,29726567,587,649,730,738,11,819
Port Rhoades - Alligator Pond,4,4,2007,2007,2008,2008,8835684,12773720,232,298,290,284,4,295
Kingston - Port Henderson,2,1,1999,1999,1999,1999,3524831,5667698,217,217,217,217,9,679
Kingston - Kingston,4,2,2007,2007,2006,2006,459099992,873659435,1856,1856,2421,2461,36,2813
Ocho Rios - Port Antonio,2,2,1993,1993,1999,2003,1548112,1872408,1042,1042,374,317,2,151
Falmouth - Rio Bueno,1,1,1996,1996,1996,1996,148451856,284476976,4054,4054,4054,4054,11,882
Kingston - Falmouth,3,1,1980,1980,1980,1980,6882442,3173492,225,225,9931,9931,27,2023
Falmouth - Port Royal,2,1,1980,1980,1980,1980,423903,195461,918,918,918,918,2,173
Falmouth - Port Antonio,1,1,1980,1980,1980,1980,46200,21303,200,200,200,200,0,23
Port Antonio - Kingston,1,1,1980,1980,1980,1980,757188,349139,3278,3278,3278,3278,3,207
