int_arr_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kingston,1317,528,2006,2006,2007,2007,54254656309,56001762348,795,1538,1915,1710,7071,544420
Port Royal,1035,360,2007,2007,2008,2008,64671469170,76299406059,777,1541,2133,2068,8098,625070
Rocky Point,104,94,2005,2005,2008,2008,3093124061,4120891916,1251,1269,1517,1441,521,37708
Rio Bueno,43,34,2008,2008,2010,2010,1878884258,2484762968,1055,2036,1649,2488,228,17579
Port Rhoades,61,22,2002,2009,2002,2001,3069928462,5735442633,1193,1386,1493,1503,238,18298
Alligator Pond,65,46,2010,2010,2009,2009,1509817699,2513416779,1132,1254,1127,1141,270,20771
Montego Bay,178,61,2003,2004,2008,2007,10557967350,1567978405,724,946,953,969,2200,169432
Ocho Rios,161,43,2008,2004,2011,2010,11108464920,1266551419,726,669,661,625,2064,159643
Esquivel,96,75,2006,2007,2008,2008,3559392228,6029646330,1237,1564,1719,1714,552,42483
Falmouth,118,20,2010,2007,2011,2006,10612711638,1206645705,349,781,562,743,1576,121904
Port Antonio,9,9,2006,2006,2009,2010,514754812,827066965,673,2418,2206,3069,60,4610
Port Henderson,5,5,2008,2008,2008,2008,172982557,190523424,525,1203,1163,904,28,2155
Saint Ann'S Bay,9,8,2001,2002,2003,2009,550109483,307196974,716,1165,1009,1875,100,7749
Lucea,10,8,2005,2004,2006,2005,594951225,79485018,1135,991,960,997,120,9246
Oracabessa,4,4,2004,2004,2004,2003,107779290,55213712,650,743,568,800,22,1666
Savanna La Mar,2,2,2008,2008,2007,2007,79394581,111379603,1189,1189,1216,1168,13,1000
