int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Kingston,1293,527,2006,2006,2008,2008,43548228226,52493877980,727,1442,1551,1619,5705,438397
Port Royal,1008,357,2007,2007,2008,2008,66745884436,78766065859,777,1676,2212,2144,7639,581085
Rocky Point,98,89,2006,2005,2008,2008,4881578857,7083651615,1720,2513,2411,2487,775,57542
Rio Bueno,42,31,2008,2008,2007,2006,815390960,851828363,582,793,741,913,114,8771
Port Rhoades,64,24,2003,2010,2005,2005,4527751025,8031924255,1230,3520,2090,2004,410,31486
Ocho Rios,148,44,2007,2004,2009,2006,6399640812,1682404629,272,935,416,854,1200,92760
Alligator Pond,65,46,2010,2010,2011,2011,3048896083,4950953141,1313,2427,2307,2270,417,32107
Montego Bay,249,70,2005,2005,2007,2008,6254440144,1645283686,543,909,476,716,1381,106553
Esquivel,95,74,2006,2007,2009,2009,2763145477,4430457738,1086,1691,1357,1279,467,35838
Falmouth,117,20,2010,2007,2010,2009,13723317480,1151126087,580,555,729,741,2076,160168
Port Antonio,9,9,2004,2004,2006,2009,219685651,258502414,1147,1040,1165,1257,38,2950
Port Henderson,5,5,2008,2008,2006,2005,182887266,260127567,1180,1072,1230,1234,26,2010
Saint Ann'S Bay,5,4,1997,1998,1998,1998,159407925,16052827,535,465,468,454,36,2809
Lucea,14,11,2005,2005,2006,2006,811569339,864847434,702,1820,1153,3959,131,10092
Oracabessa,4,4,2004,2004,2004,2003,141058090,35967197,563,600,743,521,33,2585
Savanna La Mar,1,1,2008,2008,2008,2008,44228189,76007810,1487,1487,1487,1487,8,636
