int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,287,200,2007,2009,2006,2006,10825243704,18741955228,1040,1401,1511,1540,1054,81242
Service - tug,51,41,1990,1993,2000,2001,32895325,24732903,1051,1059,1316,1277,65,4897
Vehicle,132,72,2006,2007,2005,2005,19081301603,6784449584,1037,3077,2812,2997,1133,87723
Chemical tanker,262,174,2009,2009,2009,2009,7354572037,12178335359,1221,1513,1394,1395,1333,102687
General cargo,396,142,2006,2006,2007,2007,4937513105,6693912448,1010,1358,1270,1289,888,68084
Container,1363,151,2008,2007,2008,2008,72580547962,81950487301,749,1285,1991,1900,10436,806296
Oil tanker,131,89,2006,2006,2007,2007,13413243849,25063729034,953,1688,2213,2258,1363,105098
Liquefied gas tanker,105,42,2004,2007,2009,2009,3645502911,3570359011,1221,1622,2101,1951,634,45011
Cruise,416,61,2007,2002,2010,2009,33007388964,2923255118,695,702,690,700,6033,465916
Service - other,9,8,2000,1999,2009,2008,90331613,65408802,845,1952,2756,2498,41,3111
Offshore,4,4,2005,2005,2012,2011,71817342,57659715,2562,3671,1274,1399,29,2203
Refrigerated bulk,8,7,1996,1995,1998,1998,34959070,36781252,227,516,504,485,19,1454
Ro-Ro,53,3,1992,2004,2012,2010,1261070558,706304505,311,4059,2626,1606,129,10013
