int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,2483,1603,2008,2009,2008,2009,141075607345,237454070320,1431,2176,2130,2140,12838,992382
Container,7271,891,2006,2007,2008,2008,189094998220,224675242145,866,1136,1012,1014,29671,2288878
General cargo,1987,897,2006,2006,2006,2006,25415570272,34820066416,1373,2575,1882,1852,5442,416247
Chemical tanker,902,321,2006,2007,2007,2007,11712654350,18635202294,1082,1633,1431,1433,3144,241101
Service - tug,282,149,2009,2008,2007,2007,452694080,417347263,614,1301,1211,1281,407,30594
Offshore,136,48,2007,2003,1990,1992,878493053,1008175533,335,2891,2252,2154,425,32039
Vehicle,79,46,2006,2006,2006,2006,3372008947,1098453178,802,1043,992,1000,237,18321
Oil tanker,476,178,2008,2007,2007,2007,20069272456,36052038877,894,2463,2529,2648,2548,195545
Liquefied gas tanker,514,114,1998,2001,2005,2005,5282710225,5738175981,779,2051,1805,1813,1348,103107
Service - other,30,26,2004,2004,2003,2005,217109492,172185171,840,2814,1868,2255,120,9055
Refrigerated bulk,21,17,1988,1988,1987,1987,443693662,527500400,4334,4966,4987,5035,292,22226
Cruise,146,46,2003,2002,2005,2004,8132767000,838823821,631,1120,765,777,1810,140160
Ferry-pax only,1,1,1991,1991,1991,1991,625323,90231,2098,2098,2098,2098,1,51
Ro-Ro,9,6,1995,1996,1994,1996,112042196,88744977,1316,4573,1336,1909,51,3895
Miscellaneous - fishing,6,5,2002,2002,2012,2009,12431385,3342253,157,1074,2233,1046,10,767
Ferry-RoPax,2,2,1965,1965,1966,1966,75519924,9335319,4114,4114,7204,7078,14,1072
