Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Malaysia,465,132,6284,8002,2000,2004,2001,2001,925,1042,974,978,88,134,113,114,14,64,29,29,1373.2,105316,107338,7667931,26989876,31243802,16490,65336,79922
Singapore,388,148,6953,9316,2006,2006,2007,2007,1085,1302,1212,1212,101,207,171,171,21,42,56,57,1510.0,115922,118147,11035834,29742654,35391174,28443,91945,112946
Indonesia,127,60,1660,2598,2002,2004,2004,2004,1117,1389,1305,1350,109,225,229,250,53,98,109,116,329.2,25212,25696,3043682,7525367,9017266,23966,76133,93111
Thailand,68,39,1863,2357,2005,2004,2003,2001,752,1784,2069,2515,130,301,1551,2225,25,213,163,188,243.9,18746,19105,1987589,5047893,6301558,29229,93717,117478
India,50,39,864,1098,2003,2004,2004,2005,884,1187,1124,1019,74,120,130,116,48,118,126,160,129.9,9978,10170,825369,2487728,3170042,16507,64316,79695
Bangladesh,43,31,582,600,2005,2005,2006,2005,644,730,642,727,50,78,77,91,83,143,111,138,108.3,8296,8455,404670,1360571,1673646,9411,38845,47664
China,12,12,2041,3487,2010,2010,2010,2010,4164,3757,4444,4740,494,487,582,596,54,113,48,40,163.5,12613,12855,1205023,2540697,2905111,100419,301606,367336
Sri Lanka,11,10,327,282,2005,2005,2006,2005,1088,1126,1013,1103,91,132,115,155,18,27,21,25,37.4,2893,2949,175970,643098,797097,15997,67452,80061
South Africa,5,5,608,1024,2010,2010,2011,2011,4900,4874,4791,4785,478,474,481,482,11,79,74,74,49.3,3816,3889,373881,892577,1192926,74776,291474,357097
Viet Nam,4,4,39,62,2013,2013,2014,2014,1643,1508,1595,1588,186,166,194,196,142,367,354,374,25.7,1948,1985,65419,147768,179489,16355,59811,76300
Iran (Islamic Republic of),3,3,287,488,2008,2008,2009,2009,3758,3556,3510,3505,314,378,354,351,74,80,84,84,25.4,1961,1999,213723,459197,609135,71241,250429,300687
Kenya,2,1,206,241,2009,2009,2009,2009,2866,2866,2866,2866,276,276,286,286,41,41,45,45,21.0,1627,1658,190714,507406,569910,95357,279111,322797
"Korea, Republic of",2,2,506,136,2004,2004,2005,2006,5158,5158,5056,5137,160,160,137,132,288,288,346,357,28.9,2239,2282,137727,607226,703230,68863,261749,281700
"Taiwan, Province of China",2,2,3,5,2004,2004,2000,2000,589,589,610,613,470,470,622,631,38,38,50,50,7.8,584,596,19667,10555,13677,9834,26238,33277
Japan,2,2,174,64,1990,1990,2003,2001,3863,3863,3814,3821,387,387,221,245,124,124,18,33,18.5,1418,1445,232791,669789,850277,116396,336122,423435
Mauritius,1,1,77,112,2014,2014,2014,2014,3186,3186,3186,3186,249,249,249,249,6,6,6,6,7.8,604,615,49761,98486,122155,49761,158859,184703
Cameroon,1,1,133,221,2009,2009,2009,2009,7809,7809,7809,7809,662,662,662,662,741,741,741,741,16.3,1259,1283,90652,251657,391125,90652,427080,553527
Philippines,1,1,15,24,2005,2005,2005,2005,3671,3671,3671,3671,300,300,300,300,581,581,581,581,4.0,302,308,41188,120819,166618,41188,165009,208057
Côte d'Ivoire,1,1,187,285,2011,2011,2011,2011,8354,8354,8354,8354,804,804,804,804,523,523,523,523,20.9,1616,1647,116921,324583,504465,116921,550840,713928
United Arab Emirates,1,1,99,167,2010,2010,2010,2010,3298,3298,3298,3298,250,250,250,250,22,22,22,22,10.8,837,853,32286,236441,272612,32286,278806,342735
