Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Au Prince,633,224,7379,10572,2004,2006,2007,2008,511,1240,931,1052,51,123,197,213,20,66,79,86,1345.1,103444,105431,6535885,21511608,26891698,10325,43109,53463
Lafiteau,183,45,2261,3177,2005,2006,2007,2007,549,1506,834,878,39,175,197,212,11,99,76,82,483.8,37255,37970,2406964,7955317,9884946,13153,53788,66888
Labadie,119,20,12517,1074,2010,2004,2011,2011,556,568,582,587,37,44,43,45,7,7,11,11,1690.2,130393,132897,-284839,12024316,17266925,-2394,89154,125155
Saint Marc,98,11,471,381,1987,2003,1998,2002,682,1108,876,1010,78,134,105,116,44,28,44,40,138.6,10520,10722,849487,4051848,3332983,8668,28725,37820
Cap Haitien,73,26,604,543,1995,2001,2009,2008,123,951,837,1251,15,109,154,241,23,76,59,100,88.1,6756,6886,315622,1189059,1769611,4324,22097,29603
Miragoane,47,14,77,94,1983,1987,1989,1991,657,746,627,608,108,241,169,159,123,105,137,143,55.2,4158,4238,240705,1045296,914116,5121,15327,21501
Port De Paix,37,13,1263,908,1978,1989,2007,2003,605,1266,1816,4592,86,128,257,524,205,345,24,47,160.0,12321,12558,467756,1842988,2357264,12642,52194,69410
Gonaives,18,8,34,46,1985,1986,1996,1998,779,930,1046,1046,144,284,223,241,260,227,197,185,14.0,1061,1081,115208,328210,461785,6400,22308,30214
Jeremie,15,15,637,1067,2004,2004,2005,2005,507,1542,3957,4571,53,133,1076,1100,9,46,457,468,82.4,6369,6492,846981,1450927,1955296,56465,139205,175108
Jacmel,13,4,57,70,1989,1992,2004,2003,246,1703,1283,1029,43,176,366,331,176,76,61,77,13.3,1024,1043,139741,407122,568647,10749,40580,53090
Petit Goave,13,5,38,50,1989,1991,2000,2000,727,721,802,811,423,218,156,174,190,91,58,67,10.2,774,789,79537,266551,312431,6118,20098,26464
Les Cayes,7,4,35,50,1984,1984,1994,1997,377,609,713,793,45,62,80,85,204,115,45,51,8.3,633,645,50101,143294,194463,7157,28052,36639
