Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,404,103,8690,4151,1997,2002,2009,2008,675,1096,754,1014,84,126,68,121,26,112,31,82,1466.6,112760,114925,3150551,18303044,22178224,7798,44889,59214
Dominican Republic,336,82,2009,2364,2001,2002,2005,2005,465,487,512,512,37,52,54,57,18,42,25,28,445.0,34202,34859,2529977,8440249,9806029,7530,27664,33526
Jamaica,234,57,943,1127,2006,2008,2007,2007,299,395,332,341,28,37,42,46,18,36,27,32,219.5,16840,17163,1284272,3963210,4764292,5488,19689,23723
Puerto Rico,64,15,5996,577,2011,2004,2012,2011,376,549,507,519,21,33,43,46,7,14,15,17,835.8,64399,65635,-170592,5772458,8365857,-2666,80342,114117
Cuba,31,19,100,113,1992,1994,2004,2005,260,572,478,566,52,94,146,177,28,42,37,44,32.3,2464,2511,117094,355895,423031,3777,13553,16905
Bahamas,20,18,715,544,2006,2006,2006,2009,736,788,689,876,92,126,100,173,32,59,38,73,122.8,9504,9687,107364,1136636,1423261,5368,61162,78143
Gibraltar,19,19,1713,2692,2010,2010,2010,2010,3818,3930,3958,3966,307,346,377,381,83,111,108,107,208.1,16097,16406,1076605,2903604,4096504,56663,244942,306528
"Bonaire, Sint Eustatius and Saba",13,8,153,257,2007,2007,2009,2009,867,999,1103,1110,94,173,174,177,69,78,73,72,45.1,3474,3541,184971,631036,764667,14229,56704,70780
Venezuela (Bolivarian Republic of),13,7,1088,1918,1999,1999,2004,2004,937,3903,5624,5890,91,312,860,856,91,140,292,285,119.5,9240,9417,1323228,2442107,3060029,101787,254177,320493
Panama,11,9,74,106,1998,2002,2003,2003,855,825,818,810,77,89,85,82,20,100,91,88,19.6,1504,1533,77169,254887,348155,7015,31130,40476
Iraq,10,1,10,6,1971,1971,1971,1971,318,318,308,308,46,46,52,52,51,51,51,51,6.8,509,519,23163,178581,84271,2316,5653,8058
Spain,8,8,581,901,2004,2004,2002,2002,3862,3755,3746,3749,314,331,340,340,52,83,77,79,70.6,5444,5548,363986,1067700,1593658,45498,222332,291244
Colombia,7,7,62,98,1996,1996,2003,2003,629,737,813,814,80,87,96,97,12,19,22,22,9.5,730,744,51567,161327,230074,7367,36335,48787
Virgin Islands (U.S.),6,6,126,192,2009,2009,2009,2009,836,1898,1155,1127,121,191,282,271,34,92,156,149,28.4,2179,2221,151654,524241,669562,25276,112524,139882
United Arab Emirates,6,1,6,4,1971,1971,1971,1971,321,321,335,335,56,56,62,62,49,49,110,110,6.9,517,527,15134,116674,55057,2522,6155,8775
Curaçao,6,6,59,92,2004,2004,2009,2009,685,682,693,694,64,73,61,60,84,67,71,75,13.4,1031,1051,49813,198059,244398,8302,38671,48998
Mexico,6,6,137,201,2008,2008,2009,2009,1494,1674,1600,1619,128,147,148,152,58,100,108,107,23.2,1785,1819,123751,373638,516183,20625,89069,114022
Sint Maarten (Dutch part),6,3,1190,104,2000,1992,2009,2009,840,830,1052,1050,48,171,73,75,7,18,6,6,146.9,11305,11522,-55046,1131704,1664901,-9174,166807,240523
Trinidad and Tobago,5,5,49,76,2003,2003,2006,2007,1069,1094,1115,1117,92,129,121,119,77,77,71,70,12.1,927,945,62443,180534,240890,12489,46273,58867
Guyana,5,5,26,37,1993,1993,2001,2001,1481,1464,1443,1446,267,559,299,291,96,102,103,106,8.7,662,675,72256,210654,293856,14451,54888,71536
Brazil,4,4,245,409,2006,2006,2006,2006,3603,3536,3353,3317,264,262,253,251,58,58,59,59,42.7,3301,3365,124197,501531,612895,31049,169724,209434
Saint Kitts and Nevis,4,4,9,4,2005,2005,1997,1997,898,887,845,847,254,244,112,120,40,32,4,6,3.2,240,244,16036,44864,57362,4009,11387,14490
Antigua and Barbuda,3,3,157,257,2008,2008,2008,2008,1933,1793,1815,1803,68,148,158,160,56,80,101,99,20.3,1576,1606,49547,362847,418355,16516,142621,175323
Aruba,3,3,15,20,2001,2001,2002,2002,590,567,585,585,50,58,51,52,6,5,6,6,3.9,303,309,11029,37133,53578,3676,19117,25495
Canada,3,3,161,260,2011,2011,2011,2011,2719,2563,2572,2578,225,363,388,390,161,164,165,165,21.2,1623,1654,110166,269582,390728,36722,149977,187925
Grenada,3,1,29,12,1996,1996,1996,1996,985,985,986,986,113,113,107,107,4,4,4,4,3.9,300,306,11963,52745,61084,3988,15157,16313
Suriname,2,2,6,8,1992,1992,1995,1994,1478,1478,1473,1475,183,183,177,179,302,302,255,272,2.3,175,178,26002,74596,107200,13001,42378,60950
Russian Federation,2,2,202,317,2010,2010,2009,2009,5153,5153,5143,5143,532,532,531,531,158,158,158,158,21.3,1636,1668,129838,360440,560195,64919,305846,396399
Netherlands,2,2,142,209,2006,2006,2003,2002,4575,4575,4500,4480,324,324,318,315,82,82,108,116,33.5,2589,2639,107142,454316,573719,53571,288449,359351
Costa Rica,2,1,22,27,2010,2010,2010,2010,1087,1087,1087,1087,122,122,123,123,12,12,12,12,4.5,347,354,59829,151738,171329,29914,77097,86824
