Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Au Prince,82,31,169,226,2001,2003,2007,2007,218,254,263,264,25,79,118,123,21,96,59,64,51.7,3938,4013,269366,798292,1047378,3285,12493,15672
Cap Haitien,12,11,34,52,2010,2010,2010,2010,227,244,245,244,19,21,20,20,119,134,142,142,9.0,686,699,29611,84859,125980,2468,11099,14294
Jeremie,8,7,7,10,2004,2006,2007,2006,120,140,129,132,18,16,16,16,9,18,17,18,1.9,144,146,16112,49635,64647,2014,7364,9466
Lafiteau,8,3,3,4,1976,1994,1993,1996,383,280,98,87,476,213,252,195,28,24,54,43,8.3,625,637,23529,56630,76474,2941,8024,10756
Miragoane,7,7,16,22,1996,1996,1999,2001,219,474,250,224,25,46,54,46,123,177,190,174,6.4,482,491,22149,67107,96490,3164,12615,17652
Les Cayes,5,3,6,10,1987,1990,1995,1994,195,193,188,188,24,56,24,24,140,114,66,67,2.2,170,173,10463,32095,45550,2093,8816,11740
Saint Marc,2,2,1,0,2004,2004,2009,2009,70,70,64,63,9,9,8,8,25,25,12,10,0.4,28,28,535,1916,2187,268,869,946
Jacmel,2,1,2,3,1985,1985,1985,1985,277,277,277,277,39,39,40,40,12,12,11,11,0.2,18,18,8360,23983,34466,4180,13625,19596
Gonaives,1,1,0,0,1988,1988,1988,1988,98,98,98,98,31,31,31,31,13,13,13,13,0.1,5,5,546,1568,2253,546,1781,2562
Port De Paix,1,1,0,1,1983,1983,1983,1983,200,200,200,200,30,30,30,30,119,119,119,119,0.2,14,14,1922,5513,7923,1922,6264,9010
