Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cap Haitien,61,19,126,166,2006,2008,2007,2007,218,235,235,236,25,46,42,46,21,89,65,72,27.5,2101,2141,196979,559042,760390,3229,12317,15498
Port Au Prince,31,24,82,119,1999,2005,2008,2008,224,274,319,311,20,57,189,178,45,101,91,95,36.3,2746,2799,112259,359711,460237,3621,14360,18194
Lafiteau,14,8,11,14,1986,2000,2008,2008,215,214,147,139,258,149,90,85,98,79,81,84,10.3,778,793,23783,62867,84175,1699,5522,7241
Miragoane,5,5,6,10,1995,1995,2003,2003,85,106,125,126,7,10,9,9,9,103,15,15,1.2,93,95,6681,19666,27917,1336,5602,7602
Jeremie,5,4,3,4,1994,1996,1994,1993,112,136,143,153,13,18,28,29,8,7,9,9,0.7,52,53,10593,26440,37939,2119,7018,9894
Petit Goave,4,4,2,2,1992,1992,1998,1988,126,127,89,132,22,20,15,21,65,84,77,129,1.3,95,97,4997,14985,20804,1249,4453,5967
Gonaives,3,3,4,4,1989,1989,1979,1982,200,740,419,304,30,57,101,90,119,179,333,294,1.1,81,83,10865,31242,44707,3622,12083,17114
Jacmel,3,2,2,4,1984,1984,1985,1985,198,211,234,235,85,62,85,85,63,59,75,75,0.6,42,43,10035,28866,41281,3345,11198,15825
Labadie,1,1,2,2,2006,2006,2006,2006,258,258,258,258,25,25,25,25,29,29,29,29,0.3,27,27,3780,11087,15290,3780,15143,19093
Les Cayes,1,1,1,2,1983,1983,1983,1983,286,286,286,286,38,38,38,38,321,321,321,321,1.2,92,94,2622,7692,10608,2622,10506,13247
