Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,460,139,12789,7116,1997,2004,2010,2008,656,1392,836,1312,68,182,112,234,21,69,25,51,1996.1,153257,156200,4141841,24857288,30332091,9004,54355,71333
Jamaica,256,65,3599,1699,2007,2007,2011,2008,323,490,417,438,27,63,52,84,15,54,16,33,674.6,52037,53036,1486987,7615192,9696062,5809,31944,40636
Dominican Republic,194,62,933,968,2000,2003,2004,2004,434,420,410,405,41,46,49,55,17,85,32,40,216.5,16594,16912,1090740,3529388,4287904,5622,21584,26685
Panama,48,19,731,1007,2001,2001,2006,2006,783,972,933,971,62,106,130,142,32,40,38,39,136.4,10496,10698,777730,2943661,3317429,16203,64902,77905
Bahamas,48,29,1493,973,2000,2007,2006,2004,603,782,997,1284,40,74,112,173,10,62,34,63,189.4,14634,14915,764215,3397261,3957819,15921,69507,83410
Colombia,46,23,465,626,2003,2002,2005,2006,891,769,848,842,98,122,106,106,16,76,40,41,99.4,7631,7777,686114,2134303,2498064,14916,51500,62071
Cuba,37,18,159,162,1998,1994,1999,2001,290,466,446,457,22,45,47,53,33,82,46,52,44.2,3387,3452,231474,713254,843723,6256,21003,25382
Mexico,30,21,2595,855,2004,2003,2009,2008,1466,1603,1422,1747,129,156,114,193,36,81,36,118,339.1,26204,26707,257616,3154354,4533618,8587,114505,156755
Puerto Rico,15,12,241,80,1999,1997,2007,2005,519,608,419,591,52,103,52,149,18,38,7,14,44.6,3412,3477,85444,455692,597297,5696,30920,40307
"Bonaire, Sint Eustatius and Saba",14,11,152,247,2009,2009,2009,2009,835,971,1073,1082,140,218,323,335,26,39,43,43,54.4,4187,4267,139688,552908,696682,9978,47559,60877
Venezuela (Bolivarian Republic of),11,11,473,791,2006,2006,2005,2005,1460,2058,2406,2458,203,308,499,503,95,194,105,101,74.0,5692,5801,491848,1062693,1341270,44713,133232,168308
Guyana,10,9,134,210,2003,2003,2006,2006,1394,1421,1393,1396,132,176,141,142,141,137,116,117,25.6,1959,1996,120657,352965,523471,12066,54521,71232
Curaçao,9,4,603,100,2002,2001,2002,2006,672,787,685,851,42,71,44,75,10,18,13,31,100.0,7744,7892,5805,537330,759663,645,57443,79536
Iraq,8,1,6,4,1971,1971,1971,1971,226,226,257,257,28,28,36,36,4,4,5,5,1.8,134,137,15457,119169,56235,1932,4715,6722
Virgin Islands (U.S.),7,7,156,97,2005,2005,2016,2012,957,871,532,793,113,124,66,110,36,88,18,33,21.3,1627,1658,44191,288070,375815,6313,44791,58475
Canada,6,6,157,249,2009,2009,2008,2008,2251,2240,2307,2320,314,396,408,415,64,78,64,64,22.9,1746,1779,149314,424302,627463,24886,109926,141010
Trinidad and Tobago,6,6,99,151,2005,2005,2004,2004,1069,1048,1067,1070,153,225,293,296,36,47,57,58,12.7,970,988,80908,229441,330061,13485,58734,76672
Belize,5,2,56,64,2006,2007,2006,2006,1351,1315,1506,1470,142,142,139,139,45,45,39,39,18.4,1410,1437,136655,335413,377900,27331,70894,80805
Guatemala,5,3,63,74,2005,2005,2004,2004,1094,1246,1360,1379,84,126,152,156,7,9,8,8,17.1,1318,1343,119013,345071,391116,23803,71710,83292
Brazil,5,5,169,235,2008,2008,2009,2008,2499,2937,2715,2680,250,247,243,241,21,41,36,35,28.4,2188,2230,144056,436337,635680,28811,133949,174211
United Arab Emirates,4,1,3,2,1971,1971,1971,1971,220,220,265,265,28,28,30,30,4,4,6,6,1.0,72,73,7996,61650,29092,1999,4879,6955
Barbados,3,3,71,92,1998,1998,2010,2009,1141,2230,3111,2954,146,184,272,268,29,57,125,122,13.7,1058,1079,63954,160944,224235,21318,81961,104653
Costa Rica,3,3,64,89,2010,2010,2010,2010,976,937,934,933,69,67,67,67,101,202,206,232,9.9,763,778,49980,149933,188184,16660,66552,81673
Saint Kitts and Nevis,3,3,9,4,2004,2004,1997,1997,840,862,841,842,157,209,102,108,14,15,14,14,2.6,200,204,11542,34237,43133,3847,11314,14097
Bermuda,3,3,66,33,2009,2009,2009,2009,1207,1350,1249,1288,147,193,168,185,3,7,5,6,8.8,677,690,29870,114303,130582,9957,44265,52653
Aruba,3,1,274,19,2002,2002,2002,2002,652,652,653,653,39,39,39,39,14,14,14,14,47.1,3650,3721,-10372,204127,300339,-3457,60081,86634
Antigua and Barbuda,3,3,57,93,2011,2011,2011,2011,907,922,888,887,68,79,69,68,60,104,138,142,14.2,1103,1124,30338,160721,194591,10113,65726,81388
Sint Maarten (Dutch part),2,2,5,7,1983,1983,2007,2004,888,888,793,801,228,228,106,120,94,94,18,26,1.4,104,106,13242,38684,53756,6621,25609,32999
Guadeloupe,2,2,12,9,2002,2002,1999,2002,799,799,842,757,88,88,98,85,18,18,14,19,1.9,144,147,12669,42722,55245,6334,24990,30187
Cayman Islands,1,1,14,20,1999,1999,1999,1999,542,542,542,542,63,63,63,63,1,1,1,1,2.7,211,215,3880,28411,32758,3880,33502,41184
Dominica,1,1,4,6,2017,2017,2017,2017,970,970,970,970,91,91,91,91,12,12,12,12,1.5,117,120,9602,29737,37929,9602,33021,42613
Indonesia,1,1,798,1488,2003,2003,2003,2003,12879,12879,12879,12879,1220,1220,1220,1220,56,56,56,56,59.6,4620,4709,769107,1619665,1783582,769107,1889034,2361069
China,1,1,1,1,1979,1979,1979,1979,673,673,673,673,146,146,146,146,8,8,8,8,0.4,33,33,2633,7553,10855,2633,8582,12343
Honduras,1,1,30,53,2008,2008,2008,2008,920,920,920,920,73,73,73,73,16,16,16,16,2.7,212,216,23437,46386,57534,23437,74821,86993
Saint Lucia,1,1,5,8,2007,2007,2007,2007,1005,1005,1005,1005,187,187,187,187,6,6,6,6,1.3,96,98,13415,39350,54266,13415,53742,67763
Germany,1,1,43,56,2011,2011,2011,2011,4475,4475,4475,4475,378,378,378,378,62,62,62,62,9.6,738,753,21288,77730,114768,21288,127372,173939
