Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,376,94,1564,2177,1996,2000,2003,2003,637,1090,888,896,70,154,197,198,25,130,76,76,381.2,29090,29648,2825018,8496603,12006988,7513,30221,40171
Container,363,44,2535,3229,2006,2006,2006,2006,450,455,502,502,34,45,47,47,12,13,13,13,652.2,50202,51166,3585720,12254476,13836021,9878,35514,42291
Bulk carrier,131,73,3792,5968,2003,2008,2010,2010,1301,2260,2156,2145,117,214,301,301,92,114,130,130,496.5,38235,38969,2750560,6810434,9806286,20997,85179,107294
Cruise,120,16,13575,1146,2010,2006,2011,2011,561,547,602,604,38,33,45,46,7,8,10,11,1813.3,139914,142600,-394405,12873182,18580069,-3287,94656,133479
Ro-Ro,78,6,188,112,1977,1987,1977,1977,655,800,615,605,76,103,87,97,64,63,70,73,111.2,8385,8546,408094,3146246,1484684,5232,12768,18202
Chemical tanker,67,53,1904,3140,2008,2009,2008,2009,912,1278,1253,1254,92,134,231,232,61,72,81,82,356.0,27500,28028,775078,4821952,5608037,11568,84235,103643
Liquefied gas tanker,37,3,73,78,1997,2003,2000,2000,422,539,516,512,51,57,100,99,34,32,51,49,46.6,3514,3581,58628,169855,187575,1585,8675,11408
Vehicle,37,16,587,184,2004,2006,2006,2005,484,485,473,473,33,40,49,49,8,14,15,15,55.6,4281,4364,186678,823050,953175,5045,19177,20639
Service - tug,17,12,4,2,1995,1992,2000,1998,814,564,638,628,146,129,194,188,13,21,40,37,8.6,645,657,63091,149190,199758,3711,9583,12939
Service - other,15,3,11,6,1980,1981,1977,1975,599,621,551,637,85,84,94,89,180,70,83,161,17.7,1333,1359,39008,80035,86243,2601,5787,6534
Oil tanker,14,8,1122,1975,2004,2006,2004,2004,1061,3625,5794,6033,127,334,851,848,44,124,286,280,141.8,10957,11167,1415828,2482587,3038638,101131,249807,312282
Refrigerated bulk,1,1,18,17,1996,1996,1996,1996,1611,1611,1611,1611,182,182,182,182,3,3,3,3,8.6,652,665,49849,108923,122691,49849,106228,114694
