Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Au Prince,581,217,7776,10725,2004,2006,2007,2007,674,1088,1033,1120,61,150,198,217,24,52,48,52,1529.2,117393,119647,7181817,25530789,30409156,12361,51355,62780
Lafiteau,187,47,1609,2303,2005,2007,2007,2007,319,1114,580,621,21,120,132,143,11,100,79,86,338.3,25999,26498,1732586,5626485,7020594,9265,37787,47239
Cap Haitien,124,35,747,677,1999,2001,2007,2006,582,800,660,718,53,88,92,131,24,61,39,57,127.6,9757,9944,818987,2636707,3715471,6605,26764,35486
Labadie,118,20,13921,1160,2010,2004,2011,2011,613,571,654,641,37,40,50,49,9,13,10,10,1878.2,145000,147784,-429292,12941327,18741110,-3638,96766,136967
Saint Marc,96,11,450,355,1987,1999,1996,2001,661,1003,909,967,72,146,161,156,29,46,46,48,119.0,9048,9221,819969,4143154,3197419,8541,27618,36581
Miragoane,45,11,71,85,1983,1988,1988,1989,632,645,629,597,77,133,138,138,100,218,184,219,46.3,3484,3551,242762,1136268,914657,5395,15514,21699
Port De Paix,38,13,1393,1550,1978,1989,2005,2003,539,1606,1517,7308,62,199,722,1175,12,181,44,58,151.1,11676,11900,800352,2291483,2761982,21062,66319,85943
Gonaives,18,10,50,70,1984,1988,1995,1995,661,1881,1525,1613,86,284,374,395,140,297,210,204,18.3,1383,1409,192158,540717,759756,10675,36291,49374
Petit Goave,17,7,72,64,1991,1995,2005,2001,631,763,979,809,79,101,166,122,39,59,79,105,16.9,1289,1314,99002,313526,395651,5824,19614,25155
Jacmel,14,5,19,28,1989,1991,1999,1998,239,548,402,381,43,120,98,98,54,58,46,49,5.2,399,407,60465,175588,246734,4319,15833,21102
Jeremie,12,12,412,664,2001,2001,2006,2005,799,1696,3283,3505,106,168,495,513,70,186,51,44,63.1,4840,4933,476296,902696,1255748,39691,112040,142656
Les Cayes,3,2,10,7,1978,1975,1971,1976,376,438,471,410,76,75,83,74,87,101,84,102,2.1,159,162,27229,61506,71932,9076,23993,28217
