Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,373,94,1548,2193,1996,2000,2004,2004,611,989,899,925,61,130,188,193,25,96,89,92,373.1,28407,28953,2893698,8693527,12304604,7758,30950,41339
Container,360,44,3366,4326,2006,2006,2005,2005,492,659,673,679,36,56,100,101,14,40,31,31,801.3,61643,62826,4809348,16152352,18124108,13359,46724,55251
Bulk carrier,136,76,2125,3358,2003,2008,2009,2009,1028,1201,1160,1159,114,163,206,206,56,104,99,98,288.2,22120,22544,1667062,4111529,5814885,12258,48559,61154
Cruise,120,16,14785,1227,2010,2006,2011,2011,618,648,656,647,37,39,49,49,9,10,10,10,1993.2,153895,156850,-483494,13691397,19859157,-4029,100656,142703
Ro-Ro,78,5,213,128,1977,1991,1977,1978,635,1101,696,681,70,68,101,106,28,146,75,84,97.9,7395,7537,462834,3568273,1683835,5934,14481,20643
Chemical tanker,67,54,2444,4030,2009,2009,2009,2009,1475,1555,1583,1584,168,247,312,312,45,47,48,48,475.5,36523,37224,918124,6008004,6963762,13703,105213,129341
Liquefied gas tanker,36,3,75,80,1997,2003,2000,2000,441,587,548,537,57,61,100,97,32,36,52,52,37.1,2803,2857,60124,174190,192361,1670,9144,12024
Vehicle,36,16,803,251,2004,2006,2006,2006,540,709,658,653,44,61,90,87,9,8,10,10,71.7,5524,5630,254278,1121092,1298338,7063,26847,28894
Service - tug,16,11,5,4,1996,1995,1997,1996,792,874,972,1004,152,167,257,259,68,96,145,143,12.8,962,980,94943,224512,300609,5934,15322,20688
Service - other,16,3,9,4,1980,1981,1972,1970,87,333,447,395,12,44,78,79,4,34,62,62,3.1,230,235,24734,50749,54685,1546,3440,3884
Oil tanker,14,8,1155,2085,2004,2006,2004,2004,905,3318,5967,6369,135,405,1015,1033,41,35,44,44,139.8,10795,11003,1315758,2493866,2881750,93983,235861,294903
Refrigerated bulk,1,1,2,2,1996,1996,1996,1996,159,159,159,159,45,45,45,45,10,10,10,10,1.7,128,131,4923,10756,12116,4923,10490,11326
