port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mombasa - Lamu,29,11,1998,2000,2004,2007,39463404,47235332,165,363,258,283,60,4541
Mombasa - Shimoni,12,9,2002,2002,2010,2012,120903361,166427850,379,339,505,570,17,1310
Lamu - Malindi,15,5,2005,1999,2014,2015,25084717,35505411,128,432,678,805,31,2344
Malindi - Mombasa,12,7,1998,1999,2004,2004,119494828,201553411,101,297,591,694,18,1379
Lamu - Shimoni,2,1,1996,1996,1996,1996,835739,182067,632,632,632,632,2,166
