Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,306,57,2207,3629,1996,1998,1996,1996,329,341,411,410,118,134,325,325,78,92,105,105,384.8,29305,29867,1450420,4032319,6222641,4740,22314,28880
General cargo,29,11,83,127,2002,2004,2000,2000,210,239,318,322,25,85,198,200,58,73,99,99,31.5,2388,2434,79636,261494,374440,2746,13650,18050
Service - tug,19,3,11,8,2002,2004,2002,2002,613,9656,2209,1668,65,401,247,319,32,1593,3287,2773,37.6,2826,2881,200340,473743,634316,10544,27227,36761
Service - other,18,4,17,12,1999,1996,2001,2003,379,594,965,1173,158,180,1286,2035,38,42,81,61,24.4,1834,1869,80940,166071,178952,4497,10006,11298
Cruise,15,7,54,8,1993,1996,1997,1996,234,254,232,234,18,28,23,25,9,14,9,9,19.7,1500,1529,80084,222695,272920,5339,14542,17497
Ro-Ro,14,1,3,6,2009,2009,2009,2009,236,236,503,503,48,48,579,579,18,18,57,57,38.4,2884,2939,23268,179391,84653,1662,4056,5782
Chemical tanker,10,6,62,103,2013,2013,2013,2013,205,211,207,207,19,19,20,20,30,27,26,26,12.9,1000,1019,19850,145365,167603,1985,17141,21071
Container,10,2,39,46,2016,2016,2016,2016,207,207,210,210,18,18,18,18,30,30,30,30,10.0,763,777,42536,165006,188283,4254,17811,21733
Miscellaneous - fishing,3,2,1,1,1995,2000,2000,2009,331,339,326,368,331,622,706,338,34,104,122,55,5.3,399,407,8662,19214,21844,2887,6795,8055
Oil tanker,2,2,6,10,2000,2000,2006,2006,209,209,205,205,25,25,19,19,18,18,19,19,1.9,146,149,11626,20680,23566,5813,16961,20274
Refrigerated bulk,1,1,1,1,1989,1989,1989,1989,141,141,141,141,40,40,40,40,100,100,100,100,2.5,188,191,2823,6169,6949,2823,6016,6496
