Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Honiara,284,153,5492,6538,2006,2006,2006,2006,1182,5137,1484,1442,96,533,344,334,27,346,154,115,1410.5,107718,109786,9093350,25996339,30483214,32019,102617,124207
Noro,155,78,6751,10889,1999,2000,1997,1997,3165,3131,2925,2951,303,323,353,354,65,95,121,121,803.2,61893,63082,5112370,14913050,22172922,32983,153018,197092
Rannell Island,23,11,3091,5758,1998,1998,1998,1998,3836,3792,3516,3514,369,470,468,468,82,64,89,89,257.4,19934,20316,1217592,3559818,4168384,52939,242454,297658
Gizo,9,7,929,1674,2002,2002,2003,2003,3465,2600,2646,3165,320,266,308,315,122,196,269,276,93.7,7248,7387,383564,1166314,1361375,42618,196224,240435
Ringgi Cove,8,6,220,363,2005,2004,2004,2004,3122,3945,3586,3574,316,389,406,406,133,100,101,100,47.8,3668,3739,307348,965510,1363188,38419,175923,228794
Lever Harbour,5,5,297,478,2000,2000,2001,2001,3290,3444,3457,3459,352,414,419,420,64,179,161,159,36.4,2804,2858,193439,562834,866382,38688,189775,248418
Aola Bay,4,4,35,53,1993,1993,1996,1996,2631,2850,2450,3393,388,655,743,853,15,124,123,148,30.9,2330,2375,154686,91053,113904,38671,113651,149781
Nemba,2,2,1,0,1994,1994,1991,1989,403,403,402,428,62,62,67,72,15,15,15,16,2.4,183,186,23316,28569,28987,11658,17854,21834
Choiseul Bay,2,2,8,10,2010,2010,2014,2014,1068,1068,369,326,140,140,182,177,26,26,11,13,2.1,163,166,29152,73541,91596,14576,43819,53898
Yandina,1,1,30,50,2001,2001,2001,2001,5735,5735,5735,5735,875,875,875,875,8,8,8,8,9.0,692,706,86172,252774,348592,86172,345225,435290
Viru Harbour,1,1,2,0,1991,1991,1991,1991,426,426,426,426,39,39,39,39,15,15,15,15,0.8,58,59,1102,6223,13532,1102,6366,12303
