Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,145,66,10181,17494,1997,1998,1998,1998,3254,3324,3289,3297,323,353,391,394,97,104,128,128,997.0,76989,78468,5704211,16065967,23218452,39339,183920,234998
General cargo,96,36,2040,2751,2002,2005,2000,2000,923,2358,1759,1923,82,254,290,309,26,56,61,66,388.2,29889,30463,2075129,6623300,9399676,21616,101978,133457
Container,93,24,1694,2172,2009,2008,2010,2009,956,1348,1250,1255,81,105,139,140,21,24,26,27,362.3,27865,28400,2038540,7688934,8709653,21920,88160,106688
Miscellaneous - fishing,59,49,642,611,2009,2009,2009,2008,9397,12430,10798,10893,1013,1254,1254,1351,91,880,972,784,311.3,23370,23819,4298322,9534508,10839770,72853,171456,203251
Chemical tanker,33,27,1073,1786,2013,2013,2013,2013,1111,1687,1187,1183,92,174,227,223,39,66,56,57,174.3,13468,13727,531718,2977081,3498792,16113,105443,130481
Refrigerated bulk,22,18,308,339,1989,1989,1990,1990,1254,2915,3077,2988,188,424,892,930,144,167,145,146,234.0,17739,18080,1004699,2195316,2472818,45668,97318,105075
Liquefied gas tanker,13,3,36,37,2012,2013,2012,2012,637,660,692,693,57,56,59,60,22,22,21,21,19.1,1463,1492,27948,80970,89417,2150,11770,15478
Oil tanker,12,9,295,463,2003,2003,2006,2005,1161,1817,1193,1205,108,267,182,194,55,91,78,82,77.4,5914,6028,561610,940436,1060799,46801,138488,167840
Cruise,10,9,191,27,1996,1996,1995,1995,619,584,703,687,54,57,55,54,10,12,11,11,50.6,3899,3974,109895,610159,788150,10990,52993,62370
Service - other,4,4,27,14,1997,1997,1991,1990,1258,1377,1435,1532,96,183,142,136,60,61,87,88,10.8,829,845,95835,196632,211883,23959,53312,60197
Vehicle,4,3,366,116,2006,2005,2006,2006,1977,2147,2165,2117,148,173,180,172,58,79,83,88,32.2,2489,2536,117044,516037,597624,29261,111221,119698
Ferry-pax only,1,1,0,0,2016,2016,2016,2016,733,733,733,733,40,40,40,40,4,4,4,4,0.2,19,19,2230,4542,5722,2230,5186,6837
Service - tug,1,1,1,1,2008,2008,2008,2008,3178,3178,3178,3178,556,556,556,556,15,15,15,15,3.0,229,233,16276,38489,51534,16276,42028,56745
Ro-Ro,1,1,3,5,2009,2009,2009,2009,5644,5644,5644,5644,877,877,877,877,2693,2693,2693,2693,33.7,2529,2577,18633,143653,67789,18633,45472,64823
