Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United Arab Emirates,1044,455,10122,15294,2004,2007,2009,2008,367,476,440,460,49,115,71,75,29,59,58,60,1653.0,127272,129716,9219277,24112733,28861872,8831,28491,35025
Saudi Arabia,362,246,4677,6364,2008,2008,2008,2007,159,353,272,346,16,96,99,124,27,81,44,50,545.7,42135,42944,3039297,7952786,9328423,8396,27084,33154
Kuwait,175,109,2704,1891,2008,2007,2009,2009,297,358,333,329,28,46,45,58,20,34,32,56,288.1,22284,22711,1456530,4968163,5787299,8323,28952,33441
Qatar,156,100,813,959,2006,2006,2006,2005,110,272,302,367,19,100,77,98,8,41,45,59,138.2,10647,10852,641586,1798959,2182950,4113,13682,16889
Iran (Islamic Republic of),80,47,378,577,1998,2003,2006,2005,249,323,394,386,53,113,282,304,10,22,21,20,151.5,11696,11920,459094,1172148,1432846,5739,18153,22605
Oman,54,34,1181,1790,2006,2008,2006,2006,534,668,649,619,48,65,73,72,59,54,66,75,168.4,13028,13278,877582,2381308,2848223,16252,57173,69499
India,27,24,1601,1862,2011,2010,2010,2011,1372,1488,1415,1538,119,131,139,169,38,51,48,52,140.5,10861,11069,897617,2606654,3045655,33245,125395,150321
Singapore,22,22,3358,5623,2007,2007,2008,2009,3729,3917,4313,4388,313,334,451,465,13,20,23,23,338.3,26194,26697,3047596,6841553,8332144,138527,416544,529138
Malaysia,21,10,872,1039,1994,2008,2010,2010,734,3619,3734,3705,105,464,334,349,26,30,38,34,103.3,7971,8124,973221,2225416,2780869,46344,137507,169610
China,9,8,872,1423,2009,2009,2009,2010,5118,3581,3235,3190,378,293,411,411,22,33,39,39,113.1,8763,8931,543111,1892772,2284615,60346,266586,329626
Pakistan,8,6,75,123,1996,1998,2007,2008,1303,1268,1226,1220,118,107,96,94,45,64,98,101,14.6,1114,1136,177086,209427,259120,22136,63856,79415
Egypt,8,8,710,1108,2007,2007,2007,2007,3193,3198,3170,3174,290,298,278,280,76,83,81,81,76.8,5934,6048,451795,1170783,1364296,56474,221797,280787
Japan,7,7,2516,4546,2013,2013,2013,2013,7014,6949,6978,6978,580,591,596,597,26,36,36,36,233.7,18099,18447,2772410,5179182,6191350,396059,946423,1186474
Iraq,7,7,122,212,2005,2005,2005,2005,329,597,380,368,70,58,74,76,63,74,60,62,18.0,1394,1421,74262,155341,192454,10609,33458,42578
Indonesia,5,5,998,1313,2008,2008,2008,2010,4945,5564,5630,6383,330,475,540,610,17,27,22,22,104.5,8093,8248,901056,2112273,2675861,180211,550679,678101
South Africa,5,5,1285,2387,2010,2010,2008,2008,4541,4852,4942,4949,431,506,500,499,56,106,122,125,89.1,6903,7036,565862,1574737,1829463,113172,425253,502437
Paraguay,4,1,0,0,2000,2000,2000,2000,63,63,261,261,112,112,579,579,13,13,14,14,1.8,138,140,229,471,507,57,128,144
Belgium,4,3,343,591,2008,2008,2008,2008,6715,6840,6836,6830,572,561,567,566,31,41,44,44,70.1,5405,5508,383132,1367882,1605885,95783,385890,460043
Italy,4,4,500,789,2016,2016,2016,2016,4464,4485,4466,4460,382,389,396,399,22,20,22,22,58.9,4556,4643,367133,1053596,1337749,91783,354684,447325
Argentina,4,1,0,0,2000,2000,2000,2000,86,86,90,90,20,20,22,22,10,10,32,32,0.4,33,34,79,162,175,20,44,50
Sri Lanka,3,3,135,221,2013,2013,2015,2015,2208,2211,2183,2183,175,182,173,173,7,6,2,2,17.2,1318,1343,163795,300115,420774,54598,148434,189499
"Korea, Republic of",3,3,812,1458,2008,2008,2008,2008,6533,4541,4597,6179,510,370,552,554,10,26,34,35,75.3,5835,5947,754346,1592556,1754163,251449,618367,772506
Thailand,3,3,435,723,2011,2011,2012,2013,4478,4511,4512,4510,391,406,403,403,27,99,76,74,39.2,3024,3082,405764,1012306,1215779,135255,421033,531938
Jordan,3,3,189,249,1999,1999,2002,2002,3319,3382,3466,3667,450,387,362,413,11,47,79,102,24.4,1888,1924,155305,321916,406370,51768,153902,182424
"Taiwan, Province of China",3,3,617,1067,2009,2009,2009,2009,5675,5680,5683,5681,459,453,460,463,65,81,86,85,71.5,5538,5644,713239,1357766,1778280,237746,635883,796862
Kenya,2,2,153,247,2006,2006,2005,2005,3412,3412,3072,3027,290,290,257,250,4,4,4,4,20.1,1556,1586,223843,423432,577497,111921,303148,381803
Spain,2,2,265,418,2008,2008,2009,2009,5326,5326,5340,5336,490,490,504,501,6,6,6,6,42.0,3250,3312,80687,590894,681289,40343,348385,428268
Uruguay,2,1,0,0,2000,2000,2000,2000,246,246,246,246,94,94,88,88,18,18,9,9,0.5,38,39,108,221,238,54,120,135
Tunisia,1,1,42,56,2007,2007,2007,2007,4388,4388,4388,4388,345,345,345,345,25,25,25,25,10.4,803,818,21209,77439,114339,21209,126896,173288
Colombia,1,1,1,1,2008,2008,2008,2008,4460,4460,4460,4460,3532,3532,3532,3532,10,10,10,10,4.6,347,354,23503,55576,74414,23503,60688,81939
Comoros,1,1,130,246,2014,2014,2014,2014,3182,3182,3182,3182,275,275,275,275,0,0,0,0,6.4,498,507,50060,146942,167864,50060,228754,279567
Australia,1,1,154,251,2011,2011,2011,2011,6743,6743,6743,6743,669,669,669,669,32,32,32,32,14.1,1091,1112,111989,221645,274912,111989,357515,415678
Turkey,1,1,59,45,2004,2004,2004,2004,3953,3953,3953,3953,517,517,517,517,28,28,28,28,13.8,1063,1084,16952,61897,91392,16952,101428,138510
Djibouti,1,1,155,265,2012,2012,2012,2012,4685,4685,4685,4685,623,623,623,623,7,7,7,7,16.6,1288,1313,118303,234142,290412,118303,377672,439114
Seychelles,1,1,73,120,2012,2012,2012,2012,2396,2396,2396,2396,232,232,232,232,39,39,39,39,7.7,594,606,23109,169238,195128,23109,199562,245320
Malta,1,1,181,315,2016,2016,2016,2016,4226,4226,4226,4226,401,401,401,401,20,20,20,20,16.3,1262,1286,248781,390143,528648,248781,573612,721999
Mozambique,1,1,120,200,2009,2009,2009,2009,4170,4170,4170,4170,321,321,321,321,90,90,90,90,18.0,1398,1424,178797,429359,484354,178797,544084,636280
Greece,1,1,23,15,2000,2000,2000,2000,5408,5408,5408,5408,459,459,459,459,29,29,29,29,0.9,65,67,106196,217890,234790,106196,236303,266820
Germany,1,1,5,8,2010,2010,2010,2010,173,173,173,173,16,16,16,16,39,39,39,39,0.8,64,65,1517,11107,12806,1517,13097,16100
"Tanzania, United Republic of",1,1,89,150,2015,2015,2015,2015,3002,3002,3002,3002,246,246,246,246,379,379,379,379,12.5,970,988,28948,211998,244429,28948,249983,307304
Bangladesh,1,1,47,44,2008,2008,2008,2008,3668,3668,3668,3668,215,215,215,215,27,27,27,27,15.5,1202,1225,16638,60752,89700,16638,99551,135947
