Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,497,123,108,85,2002,2005,1999,1999,293,423,362,354,75,284,490,470,22,99,144,135,170.5,12808,13054,2161979,5112429,6845266,4350,11233,15166
Container,289,54,4062,4736,2006,2005,2008,2007,285,350,297,302,25,62,50,52,22,31,29,29,585.9,45278,46147,3367201,10077638,11368056,11651,38822,45808
Bulk carrier,288,206,8221,14878,2009,2009,2009,2009,438,771,642,636,41,88,205,202,40,53,62,62,661.2,51180,52163,4356996,9685273,11914006,15128,52275,62323
Oil tanker,238,165,13161,23311,2006,2008,2009,2009,450,1338,1306,1300,48,138,379,381,32,59,52,52,1617.8,125229,127633,14677888,26835558,32152486,61672,151781,189156
General cargo,223,79,1425,1871,1994,2004,2005,2005,327,923,757,731,41,113,239,240,29,61,62,65,270.6,20743,21142,1305055,4223941,6090270,5852,27444,37143
Chemical tanker,202,134,4288,6905,2011,2011,2010,2010,463,1114,998,998,43,106,272,273,38,53,52,52,776.5,59905,61055,2200330,11499917,13368410,10893,66026,80363
Vehicle,189,140,3666,1220,2008,2008,2008,2008,283,313,321,325,20,27,67,69,9,11,18,18,220.6,17091,17419,1235854,5448793,6310257,6539,24854,26749
Service - other,51,19,44,32,2007,2007,2001,2002,325,1610,1284,1305,79,643,486,554,34,390,336,393,52.9,3974,4050,226562,464855,500909,4442,9885,11162
Cruise,36,11,1005,95,2012,2010,2011,2011,268,289,305,309,18,20,27,27,30,21,31,30,269.7,20893,21295,337302,1678252,1844900,9370,41242,42860
Liquefied gas tanker,18,15,662,761,2011,2009,2011,2011,803,1067,1146,1135,68,86,151,150,36,49,40,41,80.0,6176,6295,317403,1444514,1360319,17633,119301,170657
Ro-Ro,9,8,171,97,2006,2006,2004,2002,331,670,466,490,28,104,149,145,20,29,19,19,30.1,2333,2378,104472,192509,224453,11608,27283,28962
