Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,480,116,79,62,2002,2006,2002,2000,164,369,280,274,54,244,456,415,45,162,148,154,137.0,10287,10485,1589741,3759258,5033444,3312,8552,11547
Bulk carrier,289,206,42790,81319,2009,2010,2010,2010,450,2658,3268,3397,77,297,805,812,87,132,100,99,2820.6,218353,222546,19168078,40308781,47221323,66326,205124,240345
Container,289,55,5057,5803,2006,2005,2008,2007,306,443,371,371,25,39,56,56,17,71,38,39,678.6,52467,53474,3947838,11514856,12966028,13660,44721,52680
Oil tanker,240,165,11600,20803,2006,2007,2009,2009,452,996,1157,1167,82,143,443,452,58,114,167,174,2475.4,191484,195160,10972428,20198657,23410125,45718,116127,144425
General cargo,222,79,2116,2710,1994,2004,2000,2000,318,1173,1145,1077,50,118,385,373,57,81,108,108,386.3,29655,30225,1498338,5041776,7329082,6749,34340,46643
Chemical tanker,205,137,3557,5800,2011,2011,2011,2011,451,719,811,819,64,95,209,210,32,67,66,66,779.8,60106,61260,1616005,9202310,10678127,7883,52310,63890
Vehicle,189,141,3867,1320,2008,2008,2006,2006,180,376,339,352,14,31,246,264,6,20,260,285,251.3,19462,19836,1336869,5894158,6826036,7073,26886,28935
Service - other,51,21,23,25,2006,2005,2000,1999,206,795,745,1016,54,451,620,776,54,569,477,492,59.3,4454,4540,173076,355114,382656,3394,7551,8527
Cruise,36,11,1534,145,2012,2010,2012,2012,256,762,465,473,17,188,461,436,9,10,7,8,400.5,31023,31619,302403,2234333,2683035,8400,54759,62689
Liquefied gas tanker,17,14,517,592,2011,2010,2014,2014,437,1007,975,966,39,74,203,203,53,89,76,76,86.6,6675,6803,251834,1127964,1067387,14814,99391,141769
Ro-Ro,10,8,152,82,2007,2006,2009,2008,331,374,363,366,23,42,58,59,125,180,275,268,39.1,3030,3088,88383,162863,189887,8838,20773,22051
