int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Chemical tanker,145,103,2011,2012,2012,2012,4367659104,7254722824,871,1203,1120,1122,722,55689
Vehicle,71,60,2009,2009,2009,2009,3808425541,1229971176,183,876,923,912,211,16358
Bulk carrier,155,145,2011,2011,2012,2012,6273118553,10652674934,975,1422,1414,1418,614,47475
Oil tanker,16,14,2006,2006,2006,2006,731478309,1259955168,248,1388,1340,1342,109,8405
General cargo,27,26,2008,2008,2009,2009,880948548,1349570143,977,1619,1621,1553,117,9015
Container,218,21,2008,2007,2008,2008,1983189223,2522236174,198,356,381,382,422,32602
Liquefied gas tanker,16,3,2011,2014,2011,2011,661289392,768442825,1702,1778,1724,1725,70,5368
Miscellaneous - fishing,16,10,1984,1988,1996,1998,148692742,119635537,1351,5918,5542,5359,80,6000
Service - tug,2,2,1996,1996,1991,1987,1490572,1438395,947,947,972,989,2,145
Ferry-pax only,2,2,1984,1984,1974,1974,5179722,1690610,500,500,399,394,3,202
Offshore,1,1,2013,2013,2013,2013,1329011,687776,5171,5171,5171,5171,6,479
Cruise,4,4,1995,1995,1993,1992,16498573,2028445,90,162,175,206,5,362
Refrigerated bulk,2,2,1992,1992,1994,1994,5398777,6353214,529,529,530,525,7,551
