Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,4054,1059,43768,69627,2002,2004,2001,2001,225,1302,579,637,19,244,1015,1094,16,80,222,246,9102.6,697122,710507,63736246,134302979,157642137,15722,49802,61614
Taichung,2600,710,12244,18894,2004,2005,2005,2005,134,559,278,298,12,85,233,244,14,72,90,95,2948.9,225645,229978,15756216,39897528,47309429,6060,20965,25851
Keelung,2290,353,9126,12466,2004,2004,2004,2004,226,735,287,300,18,143,246,298,9,72,42,45,2266.7,174003,177344,14894542,40550203,47312165,6504,21536,26088
Taipei,1204,322,10265,14281,2002,2002,2001,2000,209,1276,466,505,17,152,555,607,14,82,119,139,2333.0,178497,181924,17564053,40135625,45887712,14588,46054,56195
Mailiao,711,421,11632,18154,2003,2004,2003,2002,249,841,876,844,19,106,616,604,24,58,59,61,1929.9,145917,148719,15014226,32780202,37884007,21117,63479,78621
Hualien,563,64,2078,2802,1997,2003,2000,1999,199,492,380,352,20,50,84,85,29,52,110,108,486.6,37189,37903,2051140,5480696,7350085,3643,13871,17133
Lung-Men,500,176,4185,6346,1999,2002,2002,2004,206,955,448,429,11,136,289,308,32,87,86,86,842.2,64531,65770,4954286,10118998,11762670,9909,29867,36377
Sha-Lun,192,136,4063,6941,1998,1998,2001,2001,551,1607,729,695,64,183,548,541,33,109,207,190,706.0,54097,55135,6889123,13359241,15380572,35881,107203,132731
Mai-Liai,137,103,1464,2499,1996,1998,1997,1997,604,1289,1322,1375,41,109,505,533,50,187,495,516,378.0,28804,29357,3182172,4904105,6071573,23228,66881,84073
Wu-Tu,17,17,133,212,1999,1999,1996,1995,660,1190,559,547,72,241,695,779,32,46,43,41,43.8,3331,3395,272373,721809,900747,16022,54228,68113
