Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
China,8737,2310,126282,160028,2005,2006,2008,2007,429,1090,571,608,36,123,154,175,15,64,57,64,18598.9,1427398,1454804,117650691,316810724,376642347,13466,46557,56779
Japan,2730,917,72473,76601,2007,2007,2007,2008,1079,1368,1186,1304,83,131,291,274,11,43,32,33,10849.2,821374,837145,58227631,196790894,229240362,21329,81402,100815
"Korea, Republic of",1329,679,34499,45998,2006,2007,2007,2007,927,1267,1034,1074,73,119,177,202,15,46,41,42,5217.2,401322,409027,34315875,98439492,114119979,25821,87655,106026
Hong Kong,1159,396,15168,18003,2005,2007,2007,2007,382,745,537,547,31,77,100,109,13,51,45,49,2576.7,198745,202560,14394092,47675487,55126417,12419,45705,54971
Singapore,797,529,61747,75107,2009,2009,2011,2010,1742,1963,1781,1808,133,172,146,157,20,53,36,45,6571.3,507942,517695,41995538,117305351,137564001,52692,182716,220546
Australia,795,419,167565,271768,2010,2010,2010,2010,3826,3873,3758,3746,307,334,333,342,47,70,75,82,14097.4,1064032,1084461,80266829,224583473,251596580,100965,375857,461914
Philippines,789,299,12317,15742,2006,2006,2006,2007,684,959,849,882,62,112,155,184,21,71,35,37,2302.0,177394,180800,13051269,41096206,48174251,16542,60247,72476
Viet Nam,761,239,16413,21070,2005,2005,2005,2005,910,1407,1061,1094,71,153,156,174,15,51,34,38,2501.8,192801,196503,16146929,51773001,60673261,21218,80734,98148
Indonesia,573,388,47754,73229,2007,2008,2009,2009,2005,2464,2657,2554,155,236,563,580,30,69,69,73,5013.3,372597,379751,29616097,88294583,98671738,51686,198307,249783
Malaysia,450,260,28030,33948,2006,2006,2006,2006,1699,1800,1961,1936,138,168,217,206,23,55,42,50,3517.6,257087,262023,19904586,63481127,70281709,44232,166797,209435
United States of America,338,183,170368,212179,2010,2011,2011,2011,5929,7757,7043,7308,394,608,580,657,19,57,31,36,17059.0,1304466,1329511,99462546,267698222,301066555,294268,989909,1188786
Thailand,295,167,12571,15481,2004,2006,2005,2005,1769,2144,1971,1975,133,208,225,233,23,53,54,62,2067.9,159081,162135,12167338,37755173,44175657,41245,150252,181921
Russian Federation,268,186,28493,39053,2009,2009,2010,2010,1624,2110,1970,2012,146,209,265,292,48,90,64,76,2423.7,177890,181305,13651195,38674062,43239007,50937,197961,250578
United Arab Emirates,98,87,33036,56293,2009,2009,2008,2009,5261,5369,5467,5493,424,428,455,462,48,75,65,64,2660.3,205046,208983,22001013,50623494,55280084,224500,692022,880209
Qatar,71,28,43643,34641,2008,2008,2008,2008,5718,5604,5997,5979,333,394,363,384,23,41,61,57,5659.7,346098,352743,9624490,56024675,48323956,135556,945439,1429404
Saudi Arabia,61,42,47945,88766,2008,2007,2009,2009,5734,6968,6793,6820,478,588,921,945,29,31,32,32,2811.7,217712,221892,22224611,41832692,43966657,364338,1071934,1348115
Sri Lanka,57,22,24171,25198,2013,2010,2014,2014,3188,3577,3165,3181,177,285,190,192,31,54,36,38,1843.5,142757,145498,9338726,21457211,27996898,163837,625120,782929
New Zealand,52,30,20882,25025,2002,2003,2001,2001,4881,5047,4905,4909,286,329,288,289,12,42,15,16,2224.8,172300,175608,11504706,33669469,39677240,221244,815258,965832
Canada,47,40,22193,37627,2008,2009,2008,2008,5890,7117,7460,7767,508,648,797,852,36,95,116,132,1630.5,125999,128418,12406436,28803089,32630362,263967,792573,919984
Chile,36,26,30284,35388,2014,2013,2014,2014,10139,10199,10179,10181,626,702,646,658,20,36,25,27,2449.5,189674,193316,17431622,50118152,60053763,484212,1779847,2144338
Papua New Guinea,34,29,5831,5105,2007,2006,2012,2011,3258,3817,3458,3443,280,495,278,305,24,118,48,48,648.9,42632,43450,1959274,9887103,9559702,57626,360866,526450
Brazil,32,25,23140,42621,2011,2011,2011,2011,11033,11272,11261,11290,1038,1048,1052,1056,40,97,95,98,1451.8,112362,114520,10050840,25293733,31269875,314089,1186688,1481876
India,30,30,5857,9162,2008,2008,2009,2009,4485,4579,4700,4666,367,407,398,396,46,105,78,82,631.1,46462,47354,5116626,11697105,13578366,170554,512404,663431
Kuwait,30,22,25129,47487,2008,2007,2007,2007,5686,5751,5813,5816,478,488,491,492,35,43,38,37,1343.8,104098,106096,11933638,20569744,21678012,397788,1082215,1362192
Brunei Darussalam,29,17,3963,2881,2010,2011,2006,2006,1306,1474,2876,2654,114,141,521,486,22,25,20,20,374.7,23954,24414,869138,5354695,4768120,29970,223224,336923
Mexico,27,21,14953,20474,2008,2008,2008,2008,7397,7340,7238,7142,553,555,560,578,33,88,84,108,1145.2,88702,90405,7601172,19924196,23151772,281525,951140,1117018
Iran (Islamic Republic of),24,21,6503,10460,2004,2005,2007,2007,5280,5201,5377,5316,416,410,471,483,36,60,56,53,585.0,45285,46155,3645857,10160358,10583700,151911,572195,743162
South Africa,23,22,6160,10235,2007,2008,2007,2008,7032,7836,6719,6695,618,855,658,671,125,198,113,122,475.4,36688,37392,3416916,8262154,9844062,148562,484732,572265
Turkey,18,18,10304,19177,2008,2008,2009,2009,7602,8409,9468,9568,640,658,857,867,50,180,71,67,800.7,61972,63162,6744887,13485549,15493910,374716,1066350,1324020
Mauritius,18,17,1274,1498,1994,1995,2005,2004,7767,11290,6521,6428,635,1052,793,834,294,748,657,702,395.6,30016,30593,2013899,4655879,5288171,111883,266626,299721
Vanuatu,17,4,1160,1377,2014,2014,2014,2014,3638,3647,3652,3653,249,253,258,258,9,10,13,13,248.9,19202,19571,1275468,4947798,5645773,75028,314154,383337
Oman,16,14,10614,17897,2007,2007,2006,2006,5197,5035,5285,5261,417,411,427,437,23,40,41,42,784.5,55072,56130,4257206,9806655,9636011,266075,901121,1197008
Solomon Islands,13,12,609,993,1995,1995,1995,1995,2958,3078,3095,3090,301,307,316,316,25,35,38,38,59.7,4598,4686,498234,1355280,2026895,38326,166981,214711
New Caledonia,13,8,1212,1475,2013,2013,2013,2013,3845,3855,3819,3820,250,274,264,264,66,70,69,70,262.8,20340,20731,1253156,4560026,4985552,96397,355410,417667
Djibouti,13,13,4952,1860,2009,2009,2010,2009,5778,5803,5806,5805,347,349,349,349,7,7,8,8,328.8,25467,25956,1883833,8305683,9618828,144910,550804,592786
Panama,12,12,4574,6513,2009,2009,2007,2008,9700,10136,10001,10157,932,852,777,825,31,53,41,45,598.5,43651,44489,2239881,8555158,9870755,186657,937129,1203642
Iraq,11,11,8288,15791,2006,2006,2007,2007,5545,5098,5599,5601,495,451,492,492,31,36,31,30,437.3,33872,34522,3815964,6470134,6787199,346906,946925,1182818
