Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,4532,1028,30363,45827,2003,2005,2002,2002,213,686,398,424,18,112,428,468,17,71,85,91,6926.4,531080,541277,43929252,103749341,120732770,9693,31070,38004
Taichung,2999,799,19766,30434,2004,2005,2004,2004,156,759,378,400,13,123,826,951,12,73,77,83,3880.3,294793,300453,24446586,60262853,70130247,8152,27132,33415
Keelung,1374,247,8802,12328,2002,2003,2002,2001,212,1638,395,432,18,322,450,498,14,93,429,558,2019.6,154869,157842,14068560,35686009,41577130,10239,32800,40019
Taipei,993,272,10221,14404,2001,2001,2000,1999,211,1731,528,599,21,281,567,642,12,110,168,181,2470.2,188895,192522,17449803,38065409,44145453,17573,56586,69704
Mailiao,912,513,15816,26688,2003,2004,2001,2001,340,1103,888,898,20,165,1103,1062,31,56,254,266,2770.1,212546,216626,21025760,44181712,52154979,23055,70413,86914
Hualien,553,53,2742,3565,1997,2000,2000,1999,211,549,540,469,20,80,286,235,14,42,31,31,554.3,42369,43182,2853816,7380017,9872938,5161,18716,23014
Lung-Men,493,159,2813,4368,1999,2002,2002,2003,93,1103,575,717,9,139,465,485,17,51,59,62,557.0,42622,43441,4137703,8938216,10548967,8393,26621,32808
Sha-Lun,254,197,5588,9770,2000,2001,2002,2003,442,1447,607,586,50,245,681,674,29,85,107,102,1020.8,78226,79728,7947247,14341185,16513483,31288,96378,121253
Mai-Liai,136,100,2188,3723,1995,1996,1994,1994,1065,3187,2362,2517,108,459,1433,1468,36,98,205,201,652.2,49494,50444,6518253,7334460,8877228,47928,137873,175322
Wu-Tu,22,21,660,1114,1998,1998,1994,1992,1416,5626,1834,1837,256,939,1902,2212,16,106,541,607,186.4,14243,14517,1937396,2312183,2947900,88063,243822,310681
