Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,11267,3324,511668,648408,2006,2007,2009,2009,653,1850,1394,1444,63,218,306,314,17,67,72,75,62244.6,4707144,4797521,345480620,1012496044,1153259154,30663,110668,136353
Keelung,2201,547,62597,63852,2005,2006,2007,2008,495,1310,1148,1300,44,139,215,230,12,62,54,62,10132.7,782142,797159,51361497,162919039,187297226,23336,81902,97317
Taichung,2138,1211,105243,154992,2005,2007,2009,2009,954,1725,2056,2070,89,174,318,326,23,77,90,98,10801.5,789580,804740,58218173,175518116,200134273,27230,111687,142340
Mailiao,1880,965,108846,179564,2007,2008,2009,2009,993,1814,2294,2251,104,176,305,306,26,73,82,75,10819.2,810827,826395,65504876,171164653,190557630,34843,122228,155218
Taipei,1733,530,67121,66196,2004,2006,2008,2008,636,1367,1233,1211,58,141,202,226,15,62,50,56,8096.4,625240,637245,45096985,138481187,160955978,26022,91512,108469
Hualien,268,163,14388,24033,2006,2007,2007,2008,1104,2039,2439,2486,120,213,385,381,44,100,209,228,1386.5,107135,109192,7655044,21064002,26060715,28564,118377,147099
Lung-Men,251,187,18223,30696,2006,2006,2007,2007,860,1636,2459,2490,97,163,402,408,27,81,138,120,1685.6,126810,129244,9737721,23870827,26156809,38796,137071,175487
Sha-Lun,174,155,20484,36058,2006,2006,2007,2007,1508,1927,2355,2476,137,194,294,302,24,65,81,84,1442.9,111625,113768,10534430,23943297,26674229,60543,196323,240294
Mai-Liai,36,35,510,641,1999,1999,2004,2003,1109,1361,1568,1477,119,152,277,303,23,93,47,57,93.8,7175,7313,662742,1414626,1781126,18410,64042,80761
Wu-Tu,13,12,357,641,2005,2005,2010,2010,445,1557,1110,1105,24,231,274,259,22,133,122,122,35.0,2681,2733,440475,1062736,1363361,33883,105787,136675
