Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,9314,1071,462937,518849,2006,2008,2009,2009,587,1163,1334,1318,47,83,231,228,10,18,18,18,54912.4,4246036,4327560,340031492,991560322,1129494908,36508,122415,144084
General cargo,2551,791,31361,45371,2006,2005,2007,2007,775,1602,1679,1699,81,174,451,458,34,73,68,68,5007.7,384225,391602,34117272,109096804,156043305,13374,62053,82734
Bulk carrier,2525,1291,253623,465872,2007,2009,2010,2010,1519,2612,2844,2897,150,265,451,455,61,90,105,105,18260.5,1413399,1440536,115638649,281019455,337534467,45797,168816,203727
Chemical tanker,2521,833,41647,67140,2007,2008,2008,2008,987,1705,1712,1721,87,167,369,370,25,43,59,59,8922.8,685487,698648,43016436,161104763,192687005,17063,72896,89264
Liquefied gas tanker,954,356,142397,115630,2007,2008,2009,2009,1577,3013,4108,3987,124,225,496,497,25,40,46,46,17908.2,1142832,1164774,33537902,206922942,179249794,35155,280734,422953
Oil tanker,913,535,223139,416882,2005,2006,2009,2009,1785,4001,4884,5003,165,380,805,816,45,114,56,54,16212.4,1253262,1277325,153993462,266925349,295369051,168668,445944,555860
Vehicle,294,170,27197,9248,2008,2008,2009,2009,1127,1882,1833,1918,73,122,233,245,6,9,8,8,1730.3,133963,136536,9365199,41290487,47818592,31854,121079,130307
Ferry-RoPax,249,4,892,183,2004,2004,1997,1995,194,412,229,229,14,108,22,21,9,12,16,14,244.7,18605,18962,1137499,2812946,3451503,4568,9751,8882
Cruise,171,30,9212,1014,1999,2000,2002,2000,450,838,686,705,21,52,83,84,9,12,70,77,1763.3,136582,139204,3204396,19236628,23067841,18739,97363,107515
Ro-Ro,127,5,1261,466,2003,2000,2007,2004,295,577,522,546,17,66,73,105,22,21,29,34,255.0,19755,20134,500067,921468,1074372,3938,9255,9824
Refrigerated bulk,102,53,970,1142,1993,1993,1988,1988,1061,3443,2390,2500,98,339,1070,1092,84,276,800,856,871.0,65951,67217,3389075,7405294,8341367,33226,70805,76448
Service - other,74,31,768,580,1994,1994,1999,1999,668,2855,1577,1503,85,424,574,471,140,250,334,322,245.6,18589,18946,4045380,8300232,8944002,54667,121644,137353
Miscellaneous - fishing,62,49,482,396,2006,2006,2006,2006,4381,6197,6248,6177,414,925,1645,1713,345,598,705,723,245.2,18411,18765,2784478,6176509,7022065,44911,105696,125296
Service - tug,34,24,74,68,2001,2005,2002,2002,1265,1802,1584,1627,176,320,518,514,34,62,131,139,75.3,5724,5834,1751963,4142865,5547072,51528,133055,179647
Other liquids tankers,20,2,37,37,2002,2002,2002,2002,709,849,997,997,41,56,251,252,27,52,108,108,31.5,2441,2488,19007,54271,117009,950,3292,5320
Ferry-pax only,3,3,26,4,2018,2018,2018,2018,42632,29517,26707,26333,6673,4633,6490,6480,136,103,92,97,32.8,2460,2507,288390,587334,739859,96130,223546,294708
