Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kaohsiung,10654,3303,658325,874798,2006,2007,2009,2009,812,2017,1811,1962,66,198,428,486,16,69,45,52,71782.7,5423023,5527145,411059360,1172383559,1333069840,38583,138422,170598
Keelung,3096,609,99685,102735,2005,2007,2010,2010,502,1631,1562,1662,43,148,338,350,9,39,28,26,13167.7,1016909,1036434,76609041,238622795,276941316,24745,86362,102063
Taipei,1977,581,70256,73123,2004,2006,2006,2006,757,1604,1216,1228,55,158,273,319,13,56,39,47,7986.5,616625,628464,54944115,161091809,185268613,27792,94157,111595
Taichung,1840,1158,127934,179844,2006,2007,2009,2009,1232,2106,2842,2762,110,206,424,431,31,74,86,94,13728.4,977666,996437,65869201,205654462,234237668,35798,153467,198808
Mailiao,1674,908,149508,252862,2007,2008,2009,2009,1161,2475,3514,3558,96,208,442,451,45,64,79,82,13606.7,1024382,1044050,91580847,229311986,255433879,54708,183170,231655
Hualien,279,179,15130,24008,2006,2007,2008,2008,1103,1965,2503,2494,108,199,403,395,27,55,95,87,1366.6,105689,107718,7638920,21254486,25806040,27380,113340,140317
Lung-Men,236,186,50724,90467,2006,2006,2007,2007,1790,3176,4675,4715,153,310,481,480,19,40,24,23,3430.0,255829,260741,26337119,54404948,58277441,111598,341990,434169
Sha-Lun,111,99,23086,42848,2004,2004,2007,2007,1253,2435,4548,5252,104,225,1091,1137,15,28,34,35,1485.6,114942,117149,11557469,21889950,23819118,104121,301078,375298
Mai-Liai,39,38,1098,1692,2002,2002,2007,2007,1407,2045,2341,2384,128,217,324,344,15,75,24,24,144.1,11091,11304,1062822,2559843,3168063,27252,96795,122285
Wu-Tu,8,8,274,506,2010,2010,2013,2014,1208,1040,1365,1404,115,121,153,153,12,73,99,96,20.3,1567,1597,161774,383829,480233,20222,69085,84600
