port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bandar Seri Begawan - Kuala Belait,842,48,2013,2013,2013,2013,131515687,77972954,147,502,222,212,349,26179
Kuala Belait - Muara Harbor,659,60,2014,2011,2013,2012,250717708,204080969,121,586,208,217,266,19996
Muara Harbor - Lumut,179,38,2013,2012,2003,2003,419066694,260590910,126,976,849,768,134,9744
Kuala Belait - Lumut,120,36,2013,2012,2013,2012,39705933,24107761,253,670,413,384,106,7951
Muara Harbor - Bandar Seri Begawan,128,28,2014,2014,2012,2011,47548065,36798183,145,385,189,192,51,3856
Bandar Seri Begawan - Lumut,45,12,2014,2014,2014,2014,3863458,1618149,130,222,207,204,10,754
Muara Harbor - Seria Oil Loading Terminal,4,4,2014,2014,2014,2015,1503580,522717,288,279,156,139,1,103
Seria Oil Loading Terminal - Bandar Seri Begawan,6,5,2013,2013,2012,2012,3500950,1713196,711,1036,340,408,5,359
Kuala Belait - Seria Oil Loading Terminal,11,4,2014,2013,2013,2012,4527706,3480050,221,1349,788,692,14,1035
Lumut - Seria Oil Loading Terminal,1,1,2014,2014,2014,2014,243470,75612,756,756,756,756,1,63
