int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,8,1,2008,2008,2008,2008,20788401,25480347,571,571,713,713,5,369
Bulk carrier,1,1,2016,2016,2016,2016,159872046,299930671,3649,3649,3649,3649,10,779
Chemical tanker,3,1,2007,2007,2007,2007,10727949,15402675,1329,1329,1351,1351,5,389
Service - other,1,1,2015,2015,2015,2015,6946460,1169110,9743,9743,9743,9743,4,300
