int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,1,1,2016,2016,2016,2016,73294849,137506048,1673,1673,1673,1673,5,373
Service - other,1,1,2015,2015,2015,2015,1892540,318520,2654,2654,2654,2654,1,77
General cargo,8,1,2008,2008,2008,2008,42703402,52341566,1593,1593,1466,1466,12,876
Chemical tanker,3,1,2007,2007,2007,2007,10090248,14487095,1274,1274,1271,1271,6,442
