,imp_code_str3,imp_name,HS2,description,USD,tonne
0,356,India,27," Anthracite, not agglomerated",76477792542.645,185729437.599826
1,356,India,72," Pig iron, non-alloy, <0.5% phosphorus",7683905225.405,11547178.205752
2,356,India,15," Lard, other pig fat and poultry fat, rendered",5074287876.629999,9996606.374053
3,356,India,28, Chlorine,3790186116.79,9703002.870415
4,356,India,31," Animal or vegetable fertilizers, in packs >10 kg",1264985377.016,7176786.434225
5,356,India,29, Saturated acyclic hydrocarbons,6132313344.142,6934150.913773
6,356,India,25," Salt (sodium chloride) including solution, salt water",472568758.576,5576875.522484
7,356,India,47, Mechanical wood pulp,1007560740.372,4221042.322951
8,356,India,44, Fuel wood,957297653.666,3787205.6081049996
9,356,India,39, Polyethylene - specific gravity <0.94 in primary form,5694215843.271,3473654.9012639998
10,356,India,85, Electric motors of an output < 37.5 watts,4221971118.223,2845013.700734
11,356,India,89," Cruise ships, excursion boats, ferry boats",2019905911.457,2665006.932985
12,356,India,48, Newsprint,1546553238.704,2070405.562552
13,356,India,17," Raw sugar, cane",458666888.338,1774146.94749
14,356,India,26," Iron ore, concentrate, not iron pyrites,unagglomerate",671445094.68,1383229.899204
15,356,India,38, Artificial graphite,2453135655.361,1308126.351258
16,356,India,73, Sheet piling of iron or steel,1867167055.788,977267.583271
17,356,India,40," Natural rubber latex, including prevulcanised",1497840604.741,951651.229219
18,356,India,84, Nuclear reactors,9208991247.517,868808.669916
19,356,India,07," Potatoes seed, fresh or chilled",361542662.656,747335.561089
20,356,India,08," Coconuts, fresh or dried",1663928496.277,649057.619538
21,356,India,70," Glass cullet, waste or scrap, glass in the mass",458451104.028,394707.068012
22,356,India,22, Mineral and aerated waters not sweetened or flavoured,351895548.463,391415.15372799995
23,356,India,68," Stone setts, curbstones, flagstones (except slate)",279073474.788,382506.98068499996
24,356,India,32, Quebracho tanning extract,1070632054.745,322119.686661
25,356,India,76," Aluminium unwrought, not alloyed",797384319.0879999,270792.901672
26,356,India,74, Copper mattes,1469808325.286,249666.35701200002
27,356,India,87, Pedestrian controlled tractors,1934652834.259,209202.779791
28,356,India,69," Bricks, blocks and ceramic goods of siliceous earths",109979845.706,179131.205419
29,356,India,34," Soaps, for toilet use, solid",423294720.696,177581.641414
30,356,India,94," Seats, aircraft",665932459.812,147933.630271
31,356,India,63, Electric blankets of textile material,57344437.377000004,139928.815946
32,356,India,12, Soya beans,228887704.665,136037.226212
33,356,India,79," Zinc, not alloyed, unwrought, >99% pure",355112754.787,134852.486262
34,356,India,23," Flour or meal, pellet of meat or offal for animal fee",277066483.48,132070.633994
35,356,India,09," Coffee, not roasted, not decaffeinated",345718416.975,121100.176853
36,356,India,10, Durum wheat,29365183.376000002,112519.875563
37,356,India,78, Lead refined unwrought,146457767.878,101929.433045
38,356,India,83, Padlocks of base metal,280002659.562,77143.048636
39,356,India,59, Gum or amylaceous covered textiles for book covers et,325573892.943,71296.416005
40,356,India,41," Bovine skins, whole, raw",70367108.799,67493.214006
41,356,India,55," Filament tow of nylon, polyamides",111879535.8,61592.833094
42,356,India,56," Sanitary towels, diapers and similar articles",177689968.21,56337.323445
43,356,India,35, Casein,200681050.866,55471.263827
44,356,India,90," Optical fibres, except for telecommunications",735492947.398,54241.791796
45,356,India,11, Wheat or meslin flour,25997914.187,43553.129692
46,356,India,75, Nickel mattes,118544496.849,39723.378102
47,356,India,96," Worked ivory, articles of ivory",115599627.94899999,39408.914165
48,356,India,53," Flax fibre, raw or retted",24137553.001000002,38379.355919
49,356,India,95," Rideable wheeled toys, dolls carriages",175942840.464,34933.813823000004
50,356,India,60," ""Long pile"" knit or crochet textile fabric",74008835.43699999,33990.253171
51,356,India,54, Sewing thread of synthetic filaments,136912057.249,29884.122562
52,356,India,86," Rail locomotives, externally electrically powered",297101267.459,29635.896795
53,356,India,20," Cucumbers,gherkins, prepared or preserved by vinegar",38776136.568,27690.401549000002
54,356,India,52," Cotton, not carded or combed",39764115.309999995,24961.701218000002
55,356,India,71," Pearls natural, not permanently mounted or set",1617763122.052,23351.869365
56,356,India,82, Spades and shovels,120986397.73200001,19770.045514999998
57,356,India,66, Garden and similar umbrellas,5546272.306,19096.158677000003
58,356,India,21," Coffee extracts, essences, concentrates, preparations",105779977.31600001,16596.267777
59,356,India,81," Powders, tungsten (wolfram)",27546428.936,16492.246729
60,356,India,33, Essential oils of bergamot,157132493.224,16445.097283
61,356,India,57," Carpets of wool or fine animal hair, knotted",38606500.838,14866.486034000001
62,356,India,03," Ornamental fish, live",43607140.993,11589.274585000001
63,356,India,37, X-ray plates and films,49080425.875,11130.303328
64,356,India,13, Lac,32043088.038999997,10414.260989
65,356,India,80, Tin not alloyed unwrought,47649204.04799999,9336.342387
66,356,India,18," Cocoa beans, whole or broken, raw or roasted",27189991.269999996,6982.082103
67,356,India,91," Wrist-watch, precious metal, battery, with hands",7222341.251999999,6657.584819000001
68,356,India,19," Infant foods of cereals, flour, starch or milk, retai",16681257.701,6218.121604
69,356,India,42," Saddlery and harness, of any material",28328214.188,5621.43475
70,356,India,49," Brochures, leaflets and similar, in single sheets",91751051.248,5498.318793000001
