int_arr_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,90,27,2007,2007,2007,2007,320380953,407490904,753,1141,788,827,85,6448
Container,136,24,2006,2008,2006,2006,2742181586,3447293784,609,1235,1183,1225,408,31455
Chemical tanker,33,9,2007,2007,2007,2007,266185534,409214698,1047,895,955,952,85,6470
Cruise,341,49,2007,2006,2008,2008,12849223572,1174671489,236,394,369,368,2462,190473
Oil tanker,4,2,2008,2007,2008,2008,16967262,27045176,601,598,644,654,11,807
Bulk carrier,6,6,2006,2006,2006,2006,103093577,178514270,1044,922,892,888,16,1239
Service - tug,33,3,1969,1975,1970,1971,5413070,5353610,372,1108,827,904,20,1515
Ferry-RoPax,2,1,2007,2007,2007,2007,4104354,346757,176,176,176,176,1,108
Offshore,1,1,2011,2011,2011,2011,3021258,1415431,241,241,241,241,4,317
Service - other,2,2,1990,1990,1985,1984,8741503,6122380,2406,2406,1845,1766,15,1090
Ro-Ro,1,1,2002,2002,2002,2002,28973436,16552330,1247,1247,1247,1247,5,402
