Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mundra,1705,891,244703,365827,2007,2008,2009,2009,1245,2664,2205,2388,102,233,362,421,21,59,61,73,20185.4,1563084,1593095,134392427,340633094,393615791,78823,257071,304498
Kandla,1424,1008,84040,142422,2008,2009,2009,2010,1272,2355,2555,2661,118,220,412,426,29,69,94,96,8471.7,654523,667090,50402847,145253360,175966955,35395,145803,178534
Haldia,1196,869,135018,232284,2008,2009,2010,2010,2388,3738,4247,4456,222,353,560,585,33,79,94,97,11291.7,872713,889470,69849603,216861820,242841392,58403,255983,324218
Mumbai,1006,770,67342,87698,2007,2007,2007,2007,1317,2012,1868,1732,135,240,319,289,28,105,70,83,6954.8,537430,547749,51169749,136222510,159929650,50865,167168,199888
New Tuticorin,786,367,31951,54321,2005,2008,2010,2010,523,2755,2219,2393,103,268,438,443,28,80,90,92,3200.1,246796,251535,20044414,53352616,65622326,25502,101779,124844
Jawaharlal Nehru,780,338,53084,66826,2007,2007,2007,2007,1314,1820,1607,1645,98,179,167,175,19,56,32,32,6823.1,527894,538029,48483299,135933222,153032249,62158,200289,235994
Hazira,729,567,86910,120349,2008,2009,2009,2010,1258,2580,2725,2759,116,244,454,462,30,78,71,81,7995.9,573462,584473,39928808,127094357,135829468,54772,230745,297554
Krishnapatnam,695,516,120564,222927,2008,2009,2011,2011,2642,4084,4508,4726,249,394,624,635,36,84,119,122,7710.6,596540,607993,54489235,139857580,163423417,78402,284915,344293
Visakhapatnam,678,501,70407,120382,2008,2008,2009,2009,1815,3015,2887,3044,200,303,424,444,25,79,90,93,6085.1,470453,479486,44365317,112759057,131759107,65436,230795,280938
Chennai,646,390,35355,53924,2005,2007,2007,2006,1381,2012,1720,1932,116,190,267,288,20,56,48,52,3744.4,289391,294948,27261034,71800415,84450216,42200,140381,168883
Cochin,591,286,55083,76417,2005,2006,2007,2007,1666,2109,1956,1929,133,187,224,222,24,68,62,73,5807.1,440640,449100,38977129,102401589,113590086,65951,210427,254731
Paradip,582,510,100867,186357,2009,2009,2008,2008,2638,3408,3657,3697,252,350,551,557,27,68,85,85,6847.1,529920,540094,50004833,114039941,130057082,85919,300333,368855
Dahej,488,305,104263,121691,2009,2009,2011,2010,1480,3398,3165,3456,120,287,436,490,32,92,73,81,10202.6,692175,705465,29960374,148443809,137156462,61394,388759,558900
Sikka,478,377,48888,86124,2009,2009,2009,2009,2736,2552,2474,2466,218,227,359,360,28,54,55,55,5183.0,401017,408716,49864913,104215878,127376148,104320,289945,361048
Vadinar,461,327,58131,107159,2008,2008,2008,2008,1149,2116,1608,1590,122,202,287,286,45,73,72,73,4923.7,381355,388677,44721506,86577155,101897733,97010,259859,321576
Kakinada,446,347,23581,40016,2006,2007,2008,2008,1594,2502,2740,2839,152,272,480,494,30,103,113,113,2561.4,197452,201243,16590989,46169745,57792993,37200,150530,186093
Kolkata,437,90,5313,6682,2006,2005,2004,2004,1396,1433,1414,1400,121,158,165,157,18,61,34,35,1195.7,91741,93502,9528159,28636649,33416888,21804,70911,84278
Mangalore,427,322,41996,73908,2007,2008,2008,2008,1815,2823,2576,2605,173,266,396,399,33,73,84,86,3879.3,300029,305790,26105153,68256061,77342733,61136,222266,274855
Pipavav,406,192,35470,39855,2007,2007,2008,2008,1125,1945,1769,1737,99,170,183,193,22,68,39,48,3218.8,249087,253869,22959461,64415591,74710941,56550,189236,221185
Rozi,380,324,61217,112849,2009,2009,2010,2010,1424,2650,2158,2139,158,261,406,407,52,92,103,104,5096.2,394141,401708,45576212,91520652,106141285,119937,324527,399168
Ennore,306,259,46792,54140,2007,2008,2009,2009,2917,3688,3594,4366,224,313,445,572,22,74,89,130,3231.4,250034,254835,19408764,66303780,76116007,63427,263709,314525
Gangavaram,290,266,57620,106927,2009,2009,2010,2010,3330,4122,4568,4644,348,422,645,650,46,82,84,84,3728.4,288670,294212,25755644,63040433,74664712,88813,329650,397153
Mormugao,228,207,34633,62460,2010,2010,2011,2011,3088,3469,3907,4111,294,333,515,526,51,102,97,97,2443.6,189076,192707,15990849,39726773,46972016,70135,265788,321831
Kattupalli,204,64,9355,10234,2007,2006,2008,2008,707,1531,1119,1028,59,128,124,107,18,24,22,20,1085.0,84004,85617,8279586,22845988,25789177,40586,121370,139748
Tuticorin,151,17,19,21,1996,2002,1995,1993,432,467,503,496,64,176,188,178,46,77,76,70,36.5,2737,2790,169136,425465,583337,1120,3120,4305
Garden Reach,149,66,2320,3286,2006,2006,2007,2008,1467,1791,1765,1834,141,246,231,242,18,46,66,69,588.5,45129,45996,4440301,12948236,15416629,29801,96189,115938
Okha,141,127,15190,24421,2007,2007,2007,2007,1110,1849,1764,1726,122,176,254,268,40,82,96,109,1367.3,105876,107909,9622977,22063082,25644938,68248,209462,254696
Dhamra Port,135,126,27647,51840,2009,2009,2011,2011,1812,3977,4700,4800,268,419,737,742,35,93,109,110,1680.1,130132,132631,12663181,29277161,34122309,93801,326450,387743
New Mangalore,133,114,10037,16456,2009,2009,2009,2009,2052,2322,2397,2400,174,222,358,356,27,59,66,65,1152.9,89193,90906,7638802,22839167,25840002,57435,219726,277167
Navlakhi,114,109,11451,20422,2012,2012,2012,2012,1260,2769,2922,2961,188,269,531,538,36,66,85,86,852.0,65982,67248,5471835,13916403,16531287,47999,192778,232577
Karaikal,106,106,20311,37577,2010,2010,2011,2011,4214,4998,5463,5553,374,466,670,674,63,101,106,105,1415.3,109592,111696,8886654,24532863,28589895,83836,361199,439918
Falta,97,77,1671,2489,2007,2007,2007,2007,1666,1891,1835,1830,146,189,203,202,23,43,43,44,397.9,30509,31095,2962882,8423385,10122042,30545,98502,118585
Jaigad,87,83,27982,53234,2010,2010,2012,2012,4113,4893,5459,5483,416,506,623,623,84,134,143,143,1462.4,113204,115378,11294121,27561738,31680865,129817,438882,526658
Karwar,62,37,1031,1649,1995,2000,2003,2003,1508,2197,2317,2337,172,321,297,296,61,130,102,99,236.1,18020,18366,2181918,3001443,3627863,35192,106249,133106
Dwarka,48,48,5389,8861,2007,2007,2007,2007,2221,2324,2548,2634,158,213,354,382,32,85,62,67,475.2,36759,37465,4315283,9462900,11281721,89902,257686,314586
Panaji,48,48,9133,17283,2010,2010,2010,2010,2373,3089,3312,3322,216,296,379,380,16,56,81,81,578.8,44835,45696,4035808,9061437,10482679,84079,280259,331342
