Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mumbai,1542,795,20286,27837,2005,2007,2007,2007,449,766,648,636,50,194,168,178,31,84,63,67,3277.2,252156,256997,26630318,67010836,81966194,17270,52425,64865
Jawaharlal Nehru,1534,566,33436,41019,2008,2007,2008,2008,435,567,439,452,32,103,86,97,22,41,36,39,4140.2,319797,325937,32581357,83699263,99802266,21239,65397,79142
Hazira,1482,510,20939,32282,2003,2007,2007,2007,396,616,625,673,43,137,167,179,25,54,57,61,2701.2,207928,211920,16265487,44371477,52572781,10975,37312,45054
Visakhapatnam,1047,545,27925,46190,2004,2007,2007,2007,605,948,980,993,75,136,182,183,46,89,85,87,3364.3,259720,264706,22976364,56639891,65533139,21945,73476,89797
Mundra,1016,457,20471,26447,2005,2007,2006,2006,437,506,533,524,38,82,79,85,19,50,37,44,2631.3,203271,207174,17943149,52812162,60131853,17661,59327,70054
Paradip,1008,529,31206,55451,2006,2009,2006,2006,598,994,922,922,85,169,270,275,63,97,88,89,3307.4,255822,260734,22508955,53294267,62467207,22330,76599,92089
Haldia,830,373,13972,22635,2003,2006,2004,2005,448,1016,784,768,42,163,205,186,52,90,84,83,1938.4,149279,152145,16536196,40986004,47715049,19923,63762,77384
Chennai,761,312,11480,16302,2003,2006,2005,2005,685,1125,669,701,66,148,173,171,38,82,62,59,2043.1,157333,160354,13517020,35837414,44282942,17762,58417,72565
Cochin,745,259,14683,21910,2003,2004,2003,2003,752,1273,847,901,71,323,235,238,30,88,58,61,2449.1,188856,192482,19840828,49404620,57163006,26632,79923,95583
Kandla,724,412,10610,16599,2006,2007,2006,2006,512,828,773,783,56,129,161,157,28,73,73,74,1733.1,133465,136028,10964546,31940233,37911375,15144,55261,66805
Magdalla,680,33,300,391,2004,2002,2003,2003,153,359,223,227,22,238,131,146,12,79,58,54,114.9,8638,8804,988775,2558624,3427302,1454,4602,6194
Mangalore,556,281,10213,15045,2004,2007,2006,2006,551,847,793,815,59,117,143,141,37,94,92,98,1625.7,125273,127678,8631251,26129100,29345801,15524,59930,75621
Muldwarka,526,65,1002,1339,2000,2002,2001,2000,256,495,491,507,31,106,136,128,17,103,144,139,273.2,20727,21125,2026003,4835221,5880020,3852,12010,15051
Dharamtar,525,42,425,642,2007,2005,2012,2012,151,598,229,230,25,84,105,103,16,101,125,134,116.3,8790,8959,1143544,3141961,4300841,2178,7540,10008
Krishnapatnam,518,213,8848,14324,2006,2008,2007,2007,577,852,578,629,53,125,118,122,38,73,72,75,1196.6,92169,93938,8014357,22852173,26644126,15472,53443,63986
Ennore,486,181,15178,24646,2003,2005,2004,2004,728,1025,951,939,64,126,153,148,57,96,94,97,1757.7,135985,138596,10131576,28378176,32012845,20847,80602,101019
Pipavav,478,163,5736,6933,2008,2007,2007,2007,285,486,374,394,30,60,74,87,32,78,49,53,753.3,58124,59240,4986873,13599837,15826562,10433,34131,40559
Jaigad,474,134,2122,3662,2011,2008,2011,2011,153,545,310,308,23,112,127,112,29,171,128,121,312.1,23903,24362,3828737,8810451,11061829,8078,23224,28823
New Tuticorin,417,140,10944,16467,2004,2007,2006,2006,1027,1035,1099,1143,83,148,149,153,31,70,63,67,1342.4,103049,105027,9911152,26422551,31195217,23768,84998,102294
Jafrabad,404,122,846,1287,2011,2007,2008,2008,118,211,181,169,30,30,41,40,23,87,118,124,146.6,11232,11448,1040440,2809665,3655654,2575,8436,11177
Mormugao,316,167,3226,4607,2004,2007,2005,2006,360,614,467,492,32,102,99,89,32,82,65,65,660.8,50757,51732,3296402,9714661,11323684,10432,38018,45912
Sikka,313,140,5906,9474,2008,2008,2007,2007,441,876,722,732,43,220,143,143,36,83,55,54,1098.2,84854,86484,5293117,17107779,19753991,16911,67813,81956
Dahej,310,150,4543,6185,2005,2006,2007,2008,412,708,706,668,44,153,160,154,37,89,58,59,810.6,61186,62361,3097013,11655834,12467416,9990,46831,60843
Kakinada,305,214,3916,6397,2006,2007,2009,2009,509,950,732,728,62,220,276,216,44,88,75,70,710.1,54358,55402,7381855,19103800,23908814,24203,75105,95373
Vadinar,262,133,7447,12964,2007,2006,2005,2005,474,797,852,848,64,197,360,360,43,111,65,65,1071.6,82787,84377,8061564,17831861,20971369,30769,89116,108105
Port Blair,228,34,2166,1706,1995,1996,1997,1996,787,5101,1418,1251,86,636,1156,729,56,205,256,184,560.0,42719,43539,4055025,10301541,13827687,17785,55130,73210
Gangavaram,203,167,5931,10465,2006,2007,2008,2008,634,961,956,951,99,204,170,168,74,119,116,110,622.9,48092,49015,4308541,9551264,11548885,21224,69477,82624
Kolkata,192,71,939,1116,2001,2003,2000,2001,669,860,674,636,59,106,204,182,39,160,359,316,236.6,18044,18390,2203217,5864809,7317597,11475,35017,44450
Rozi,191,140,4291,7618,2009,2008,2012,2012,337,550,554,537,33,107,331,326,36,74,85,87,419.9,32439,33062,3694123,8317306,9695226,19341,55150,68307
Dwarka,181,138,1966,3241,2006,2007,2005,2005,224,478,404,419,37,91,96,85,47,115,102,91,325.9,25107,25589,3643306,8558660,10687594,20129,54785,70330
Dhamra Port,177,146,4652,8191,2010,2010,2010,2010,552,981,771,753,89,159,286,252,79,106,107,106,515.4,39872,40638,4439309,9960192,11603923,25081,77969,91914
Okha,173,140,2134,3210,2004,2005,2005,2005,371,616,446,439,45,220,157,110,29,94,58,64,340.1,26148,26650,2326640,6042285,7098065,13449,41048,50160
New Mangalore,172,102,4654,6438,2005,2006,2006,2006,631,963,1081,1042,91,166,313,312,42,80,89,92,943.4,72918,74318,2933907,11032787,11153864,17058,80508,109782
Jakhau,172,50,600,893,2007,2006,2008,2007,406,1023,873,904,66,190,290,269,49,170,147,113,133.3,10145,10340,2843433,6740309,8922703,16532,45215,59798
Dighi,137,58,389,635,2004,2005,2005,2005,188,335,313,324,34,78,65,67,46,142,67,67,82.8,6321,6443,466806,1274934,1590852,3407,11995,15032
Alang,132,52,768,865,2006,2002,1994,1994,119,1295,1670,1482,27,122,1317,1422,26,352,174,187,217.0,15945,16251,1928623,4639986,5326228,14611,36430,43281
Bhavnagar,130,50,412,622,2000,2004,2007,2007,192,591,366,348,26,174,190,135,24,117,68,69,111.5,8493,8656,693242,1762016,2204732,5333,16333,20560
Karaikal,127,65,1930,3270,2005,2007,2003,2004,737,928,907,921,71,198,128,124,65,220,103,101,295.1,22738,23175,2036008,4539845,5520059,16032,49823,59691
Navlakhi,118,54,554,968,2008,2010,2011,2011,237,416,367,369,46,118,191,187,40,85,120,122,86.5,6637,6764,649615,1661579,2226717,5505,18580,24377
Navabandar,116,77,415,495,1999,1999,2003,2003,210,314,270,281,34,59,42,47,23,104,51,54,109.4,8041,8195,474168,1379008,1616458,4088,14233,18766
Kattupalli,113,39,1096,1374,2006,2008,2003,2003,282,817,348,356,33,145,89,89,23,127,59,52,202.4,15539,15837,1551293,4621374,5302901,13728,44990,54021
Porbandar,111,67,455,655,2005,2006,2009,2009,277,659,382,367,47,71,69,63,51,189,109,100,100.0,7645,7792,772292,2033802,2603172,6958,24148,31653
Garden Reach,83,46,561,685,1999,2001,1999,2000,786,1580,1224,1091,100,180,211,236,56,270,1766,1425,120.1,9114,9289,2029276,4886057,5788068,24449,65046,78582
Beypore,80,18,95,75,2010,2006,2005,2002,524,2891,1110,787,104,750,1106,693,39,460,692,538,92.7,6967,7101,481297,1072583,1372925,6016,15659,20729
Karwar,70,50,725,1150,2002,2002,2003,2003,553,1537,685,678,64,226,146,119,37,202,66,53,157.4,12049,12281,993909,2633942,3008243,14199,46516,55392
Nhave,66,9,69,89,2006,2002,2006,2006,257,357,383,382,29,39,62,62,15,18,42,42,23.1,1753,1786,188138,426735,514082,2851,8595,10728
Port Pipavav,64,43,218,296,2005,2003,2000,1999,230,622,385,377,42,99,133,134,24,145,442,475,89.9,6845,6976,409077,1187641,1475995,6392,23544,30817
Ratnagiri,63,14,97,156,2011,2006,2011,2012,257,247,354,389,40,48,48,48,18,22,46,50,12.5,950,968,191438,505231,694567,3039,9292,12788
Falta,60,35,428,667,2002,2003,2001,2001,550,847,964,964,52,139,563,554,47,118,143,141,131.7,10050,10243,957364,2461338,2930912,15956,47977,57652
Uran,47,27,137,164,2001,2007,2008,2007,226,794,479,471,33,390,480,489,22,538,500,549,39.7,3002,3060,682736,1709275,2289030,14526,40220,54311
Panaji,40,34,287,371,2004,2003,2005,2006,270,425,479,519,43,62,72,79,12,34,32,36,52.1,4012,4089,347584,857662,956217,8690,26651,30799
Mangrol,38,32,140,187,2004,2004,2003,2003,239,506,712,682,34,70,169,175,17,64,61,57,23.2,1775,1809,356662,940926,1240295,9386,29530,39463
Kattupalli Port,38,33,399,587,2006,2005,2004,2004,376,1060,448,470,76,230,224,193,56,130,89,86,84.2,6444,6568,925763,2212929,2614338,24362,67971,82886
Positra,33,29,437,727,2005,2004,2005,2005,257,408,437,429,24,39,61,58,25,71,59,64,56.4,4355,4438,291788,916501,1049030,8842,33334,40755
Kanyakumari,28,17,70,99,2004,2003,2001,2000,598,532,299,246,72,213,81,75,81,136,50,41,23.7,1800,1835,128348,303389,366966,4584,13208,16521
Vijaydurg,26,25,175,236,2005,2005,2005,2004,234,358,404,488,38,48,67,80,36,182,84,97,50.6,3906,3981,181797,447861,547618,6992,22038,26599
Harnai,25,18,65,109,2005,2005,2006,2006,202,306,276,275,25,50,27,26,35,104,111,113,13.7,1052,1072,85009,200047,251503,3400,10673,13412
Ranpar,25,21,135,221,2007,2008,2007,2007,357,464,593,614,39,75,65,65,31,74,204,211,45.3,3475,3541,235366,600215,734656,9415,28517,34562
