Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Mundra,1568,864,199341,340838,2006,2008,2008,2009,1130,2544,2312,2665,88,223,491,535,23,62,64,70,16211.6,1255148,1279247,112725625,263494231,297556018,71891,222423,266817
Jawaharlal Nehru,1259,535,112101,134622,2008,2008,2009,2009,1608,2207,1544,1590,137,229,175,191,26,35,34,34,13220.5,1023138,1042782,82836431,235551461,270040531,65795,221017,260333
Mumbai,1124,868,82914,124237,2007,2008,2007,2007,2170,2364,2150,2271,182,214,278,304,58,88,89,96,9522.5,735878,750006,63731631,168429958,198825659,56701,192490,233122
Kandla,1102,769,74605,125511,2007,2008,2009,2009,2269,2782,2831,2961,238,307,457,470,56,90,93,94,8875.0,685494,698656,45840471,137705834,165720861,41598,173145,211065
Chennai,950,494,62306,89453,2006,2007,2007,2007,1527,2231,1978,2118,121,215,280,312,40,67,70,78,7375.0,570222,581170,48321454,130908932,151452710,50865,166040,197503
Paradip,840,708,141169,261176,2009,2010,2008,2008,2252,2983,3761,3815,234,300,588,595,86,123,135,136,10732.0,830894,846847,71862760,155440213,175584668,85551,285870,351164
Visakhapatnam,823,675,85778,150654,2008,2009,2009,2009,2170,2849,3076,3117,212,280,414,421,74,117,115,115,8183.4,633188,645345,52117625,128993007,150855661,63326,228868,284270
New Tuticorin,783,354,18774,30423,2004,2008,2009,2010,580,2005,1397,1475,120,205,259,259,40,79,79,80,2660.5,204745,208677,14019385,38355059,48266497,17905,72158,89334
Haldia,696,444,25237,41010,2006,2007,2008,2008,1698,2232,2256,2312,157,251,377,389,59,110,122,127,3891.2,299805,305561,22901677,69494825,82673674,32905,126878,155704
Krishnapatnam,628,486,69660,128236,2009,2009,2010,2010,1743,2640,2745,2844,155,255,422,429,89,115,145,147,5587.7,431925,440218,34635108,86503068,101332343,55151,193892,232256
Hazira,610,498,73762,95974,2008,2009,2010,2010,2520,2705,3165,2953,218,266,397,393,47,87,63,75,8051.9,560441,571202,30940842,110681570,115346256,50723,239719,318045
Mangalore,482,359,39476,68214,2008,2008,2008,2008,2041,2339,2167,2206,168,210,239,243,59,74,76,73,4021.9,311119,317093,26767830,68467941,78299275,55535,196154,243019
Cochin,479,245,46611,70760,2006,2006,2008,2008,1655,2273,1846,2055,127,214,319,355,14,55,54,63,4428.6,337845,344331,31072592,76899122,85997310,64870,205990,251288
Dahej,443,270,102549,98709,2008,2008,2011,2011,2441,3502,3457,3366,219,316,417,417,31,61,36,41,12334.9,811492,827072,27393533,156808284,140136008,61836,439840,652868
Rozi,432,363,105861,199740,2009,2010,2010,2010,2782,2921,3253,3294,228,275,541,548,64,95,100,101,7187.9,556580,567267,65953080,124962189,141474048,152669,412529,509380
Kakinada,432,357,24797,42184,2008,2008,2009,2009,1766,2660,2817,2853,162,265,427,433,77,144,132,133,3079.6,237566,242127,17377207,50489753,62082535,40225,164772,202640
Vadinar,431,314,90236,169172,2008,2008,2007,2007,1617,2756,2601,2612,214,281,468,472,49,65,66,67,7165.2,554970,565626,58856234,110954147,125871234,136557,366173,454104
Pipavav,419,227,29629,32188,2007,2007,2007,2008,1244,1902,1678,1648,126,164,181,196,18,43,27,33,3126.7,241948,246593,22443906,60215673,68673321,53565,165457,191109
Sikka,414,332,52689,94869,2009,2009,2010,2010,2771,2612,2883,2943,256,288,589,612,39,52,53,53,4915.7,380390,387693,43856586,93348485,110361166,105934,304432,379670
Kolkata,387,87,5146,6635,2006,2005,2005,2005,1603,1385,1530,1546,151,153,173,174,75,82,83,84,1402.6,107323,109384,10060091,29804796,34510851,25995,82478,97386
Gangavaram,371,333,56235,104889,2009,2009,2010,2010,2240,2934,3423,3465,221,292,475,478,92,129,164,166,4021.5,311286,317263,26321529,60440348,72083601,70948,246688,294760
Ennore,347,283,27744,30157,2008,2008,2008,2009,1631,1883,1924,1950,164,191,243,263,31,40,40,51,2652.7,205320,209262,12011085,44870111,48854587,34614,156106,196700
Mormugao,218,197,18287,31376,2009,2010,2010,2010,2258,2599,2586,2724,192,257,376,386,58,86,93,97,1891.3,145969,148772,8984090,28204328,33358996,41211,182993,222191
