Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Singapore,3428,2477,265344,439224,2009,2010,2010,2010,2163,2319,2368,2394,180,221,275,289,61,95,91,97,27259.8,2107135,2147592,182982816,462120599,548588994,53379,181839,219522
United Arab Emirates,2410,1392,146976,223688,2006,2007,2007,2007,1172,1639,1549,1596,111,185,192,203,41,77,73,78,15785.5,1216876,1240240,106507309,270553648,308679799,44194,150913,185855
Sri Lanka,1903,669,54757,72549,2005,2006,2007,2007,881,1072,914,955,69,140,130,144,32,77,62,72,7238.8,557942,568654,43856121,130995521,151979765,23046,81904,98660
Malaysia,1637,926,158305,231535,2008,2008,2009,2009,2086,2340,2285,2345,157,219,252,280,45,85,70,80,16532.1,1276869,1301385,120049337,304636285,349697474,73335,225306,266889
Pakistan,971,467,27978,33359,2007,2007,2008,2008,499,667,529,535,38,76,63,70,21,47,29,31,3290.6,254520,259407,20051131,55671005,64535272,20650,68422,80567
Indonesia,844,707,76072,136111,2008,2009,2009,2009,2416,2551,2822,2845,218,254,445,456,68,99,106,108,7086.1,547611,558125,51295342,122823041,147165283,60776,202123,247004
Bangladesh,693,501,12009,19358,2008,2008,2008,2008,643,875,888,883,109,211,282,288,66,106,95,97,1906.2,146787,149605,9617929,26542296,33364736,13879,54446,66833
South Africa,597,492,148110,272949,2010,2010,2009,2009,4421,4492,4541,4540,422,436,441,442,82,124,128,130,11216.9,863278,879853,69543071,167549483,193010467,116488,412573,499896
Saudi Arabia,519,370,63025,107518,2007,2007,2007,2007,1865,2360,2239,2236,182,222,541,589,44,60,65,67,5750.5,444785,453324,39389559,93086545,103962985,75895,244995,304040
Oman,432,277,21984,30096,2008,2008,2008,2008,1119,1544,1457,1420,112,157,197,191,38,67,60,69,2708.7,202424,206310,15362546,44076431,48938717,35561,132432,164614
Iran (Islamic Republic of),404,192,31930,55146,2002,2003,2004,2004,1290,1646,1703,1723,124,164,210,213,44,88,80,80,3252.6,251531,256360,22275388,49163724,55872106,55137,172490,213086
Qatar,371,168,36988,36548,2007,2007,2006,2006,1424,1694,1564,1571,105,184,153,158,28,47,41,44,5182.3,354857,361671,13134606,61588880,57182458,35403,202684,288471
Maldives,291,71,1185,1482,1998,2004,2005,2005,456,884,1013,992,87,191,346,360,70,103,99,103,328.3,25112,25594,1202157,3877596,4851862,4131,17292,22958
