Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bulk carrier,5298,3182,872550,1611741,2010,2010,2011,2011,2844,4047,4211,4295,278,390,597,602,50,88,107,108,56600.0,4383398,4467559,399189856,971368257,1148402169,75347,281286,337622
Container,4099,655,283486,327454,2006,2006,2007,2007,1210,1538,1526,1509,86,108,143,143,18,25,22,22,32520.9,2516722,2565043,224756300,625585854,706419218,54832,172918,201059
Chemical tanker,2520,975,77049,125579,2008,2009,2009,2009,1571,1894,1927,1931,139,174,271,271,30,52,65,64,13687.9,1055060,1075317,65245020,261480982,307585633,25891,118210,142805
Oil tanker,2102,938,311957,579747,2006,2007,2007,2007,1464,2290,1928,1913,160,232,322,322,46,77,78,78,25200.5,1950683,1988136,251275425,457520586,529164575,119541,305294,378201
General cargo,1409,610,34971,48837,2004,2006,2007,2007,1517,2346,2439,2455,142,222,393,398,36,70,88,90,5870.6,451432,460100,27206852,91304797,131792091,19309,99463,132938
Liquefied gas tanker,1146,347,156612,146395,2007,2008,2010,2009,1616,2835,2870,2811,128,218,370,361,27,75,56,56,18151.2,1238954,1262742,45571651,264694994,232464151,39766,303932,452852
Vehicle,331,204,46909,15711,2007,2007,2007,2007,2393,2510,2557,2565,154,165,284,286,10,17,21,21,2911.5,225468,229797,15909575,70144165,81234093,48065,182696,196621
Service - tug,221,121,351,319,2006,2006,2008,2008,922,1731,1602,1615,186,642,1068,1073,44,342,360,349,345.7,26056,26557,8162003,19300679,25842566,36932,95365,128759
Cruise,50,36,3038,361,2001,2001,2002,2001,906,1118,1048,1069,62,76,102,110,13,20,19,20,698.7,54115,55154,1321314,7152886,8411102,26426,124075,133992
Service - other,47,32,959,1106,2003,2001,2002,2001,982,3416,3977,4141,303,923,1770,1948,58,842,477,484,316.3,23984,24444,7720771,15841327,17069989,164272,365532,412738
Ro-Ro,18,9,1866,1033,2007,2006,2012,2011,2454,3269,3510,3476,263,325,562,547,20,33,17,18,184.1,14259,14533,1108835,2043237,2382281,61602,144787,153694
Miscellaneous - fishing,3,2,0,0,1977,1980,1984,1985,37,162,122,155,16,18,17,17,28,57,85,90,0.3,23,24,2137,4741,5390,712,1677,1988
Ferry-RoPax,2,2,53,15,1996,1996,2015,2016,3177,3177,2101,2071,208,208,58,49,732,732,1412,1451,37.1,2788,2841,93730,230416,283704,46865,100254,93852
Ferry-pax only,2,2,7,1,1988,1988,1996,1996,7889,7889,11244,9439,513,513,1008,1005,46,46,10,10,8.0,597,609,97072,197696,249036,48536,112868,148797
Refrigerated bulk,1,1,34,36,1980,1980,1980,1980,8442,8442,8442,8442,704,704,704,704,8,8,8,8,16.1,1231,1255,107060,233932,263502,107060,228144,246327
