Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guayaquil,1089,114,6288,7508,2002,2002,1999,1999,130,384,563,524,13,105,132,130,21,54,38,41,1654.6,126531,128960,9749910,26455333,29507887,8953,28035,33343
La Libertad,885,90,1487,2371,2000,2005,2003,2003,136,245,205,202,16,114,62,58,24,85,78,77,1179.3,90052,91781,3016562,4898542,5604701,3409,10774,13409
Baltra,627,38,235,186,1994,1995,1993,1996,147,214,234,304,26,55,79,101,17,50,34,38,554.3,41686,42486,2032572,3372085,4482000,3242,6958,9462
Baquerizo Moreno,522,38,230,170,1997,1995,1992,1997,195,316,266,316,38,79,72,76,20,61,96,107,523.3,39348,40104,1230628,3097668,4808163,2358,6709,9951
Puerto Bolivar,432,74,1168,1643,2002,2000,2004,2004,111,534,215,228,11,61,572,607,24,70,447,465,537.1,41154,41944,5549323,11451049,12452127,12846,30902,35638
Caleta Tagus,388,26,214,204,1995,1996,1996,1998,183,290,321,573,45,55,291,452,16,35,95,137,328.3,24697,25171,989679,2479303,3630181,2551,7079,10186
Puerto Ayora,353,30,98,76,1997,1997,1997,1998,108,175,188,234,18,38,73,97,19,23,28,32,233.4,17537,17874,700449,1366197,1884806,1984,4452,6231
Posorja,276,153,884,1200,2005,2006,2006,2007,75,388,185,190,8,60,434,448,35,82,46,44,340.9,25898,26395,4985276,10652738,11649666,18063,42523,48639
Puerto Villamil,223,26,98,60,1999,1995,1990,1989,111,894,292,256,21,81,95,95,18,143,823,1068,220.0,16539,16857,470644,954085,1253572,2111,4914,6542
Esmeraldas,221,64,2185,3487,2000,2006,2003,2003,265,428,466,508,27,131,842,979,55,48,67,70,769.5,59421,60562,2074123,5168243,5843470,9385,31170,37461
Seymour,134,15,27,6,1996,1993,1988,1987,112,174,138,133,13,41,35,41,10,23,19,18,91.0,6836,6968,156662,331419,449583,1169,2679,3710
Manta,129,71,861,772,1996,1999,2000,2000,174,3108,563,652,16,383,2019,2223,42,102,125,143,392.2,29544,30111,4262124,9349421,10623625,33040,79252,93661
Duran,53,29,123,122,1995,1999,1995,2000,631,1584,422,280,56,190,544,121,52,198,1014,225,109.0,8225,8383,264983,677114,880572,5000,15657,19866
Monteverde,8,4,1,1,2000,1997,2004,2004,142,182,239,265,18,21,32,33,20,105,47,30,2.7,203,207,9691,11651,15541,1211,3061,3997
Puna,3,2,3,4,1992,1989,1999,1999,201,289,411,414,53,79,93,93,32,43,71,71,2.1,162,165,8040,23258,32020,2680,10464,13239
La Puntilla,1,1,67,69,1980,1980,1980,1980,42952,42952,42952,42952,2286,2286,2286,2286,2996,2996,2996,2996,21.5,1618,1649,486302,1078712,1226386,486302,1144490,1356723
