Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,982,157,34400,39890,2007,2008,2007,2007,749,1074,1083,1076,63,87,135,134,23,35,33,33,5338.7,412811,420737,32935468,101115232,113271654,33539,110991,130377
Bulk carrier,398,346,22934,38842,2012,2012,2012,2012,1166,1943,1892,1876,119,202,415,415,22,41,49,48,2194.6,169768,173028,14345529,31350917,39801889,36044,126578,151017
Refrigerated bulk,364,118,11144,11730,1997,1995,2001,2000,2302,2688,2809,2788,156,224,355,354,70,146,92,96,5054.7,384730,392117,34798910,76037309,85648878,95601,203726,219962
Chemical tanker,293,142,9392,15601,2008,2010,2009,2009,812,1828,1531,1551,85,173,324,328,47,67,87,86,1918.7,148283,151130,4758440,25517340,29618858,16240,101156,123131
Oil tanker,276,111,25839,47223,2008,2008,2009,2009,941,1990,2045,2076,150,231,424,428,54,68,72,72,3523.9,272440,277670,25914764,48560045,57681649,93894,236821,292087
Vehicle,158,122,13442,4455,2008,2008,2009,2009,779,1396,1429,1441,55,97,315,316,7,10,11,11,739.5,57282,58382,4511072,19888990,23033477,28551,108523,116794
General cargo,151,91,3676,5416,2007,2009,2010,2010,1183,1658,1636,1642,112,188,413,422,18,45,30,30,515.4,39629,40390,2950567,9943836,14374195,19540,101360,135725
Cruise,89,25,1089,123,2001,1998,2000,1998,150,830,773,780,23,65,71,72,9,16,13,12,309.5,23874,24333,560149,2685022,3144137,6294,26232,28004
Miscellaneous - fishing,86,41,1152,1105,1983,1983,1994,1994,1817,8601,8478,8297,169,970,3022,2903,140,267,297,293,566.2,42514,43330,7769812,17234940,19594382,90347,212627,252056
Liquefied gas tanker,26,8,2835,3385,2012,2012,2012,2012,2496,2247,2449,2446,230,234,299,300,190,159,163,162,439.3,33955,34607,805753,5905575,4923724,30991,276859,428944
Service - other,16,14,400,356,2004,2003,1990,1992,1032,1746,2758,2368,126,743,848,820,275,794,151,175,105.8,8046,8201,2482007,5092534,5487514,155125,345180,389757
Service - tug,15,9,8,6,1975,1982,1997,1997,336,2465,1239,1125,66,1130,2932,2704,73,624,626,614,18.3,1378,1404,154110,364424,487944,10274,26529,35819
Ferry-RoPax,2,1,16,1,2007,2007,2007,2007,704,704,704,704,66,66,72,72,6,6,7,7,5.5,424,432,8602,21273,26102,4301,9181,8362
Ferry-pax only,1,1,9,3,1973,1973,1973,1973,724,724,724,724,89,89,89,89,288,288,288,288,2.4,180,184,84074,236782,306708,84074,234529,310344
