Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guayaquil,1210,177,6828,8169,2002,2003,1999,2000,126,635,517,489,13,104,205,207,25,81,35,35,1830.4,139945,142632,12878960,32909625,36529811,10644,31336,37030
La Libertad,838,65,1388,2201,2000,2004,2003,2003,142,308,231,230,14,70,83,79,44,70,88,88,1345.9,102819,104793,3133911,5439971,6174995,3740,11308,13893
Baltra,638,40,307,217,1994,1995,1993,1999,229,250,298,329,62,61,94,115,18,38,94,137,721.4,54245,55287,1782695,3717432,5571752,2794,7360,10601
Baquerizo Moreno,531,38,187,157,1997,1995,1994,1996,92,325,210,283,12,54,66,70,17,42,74,103,332.4,25031,25512,733404,1822040,2742780,1381,4080,5838
Puerto Bolivar,465,110,983,1407,2003,2004,2005,2005,109,209,140,142,11,44,78,83,17,83,59,63,452.3,34586,35250,1714552,3905973,4346474,3687,11147,13361
Caleta Tagus,385,26,150,101,1995,1996,1994,1997,152,222,231,309,21,42,73,113,17,16,17,16,234.1,17602,17940,748575,1806283,2732175,1944,5161,7625
Puerto Ayora,341,27,158,160,1997,1998,1996,1997,186,418,309,523,49,76,335,493,20,109,121,170,393.6,29589,30157,1708683,2977779,3893333,5011,10226,13930
Puerto Villamil,222,26,62,62,1999,1995,1998,1998,113,199,189,284,28,60,161,233,20,30,14,15,156.5,11772,11998,343641,598118,743867,1548,3405,4450
Esmeraldas,216,61,1950,3159,1999,2005,2003,2003,253,387,434,493,25,136,942,1080,36,46,55,57,647.4,49982,50942,1846805,4358875,4953998,8550,27680,33357
Posorja,189,96,1381,1752,2004,2003,2002,2003,88,1585,434,429,10,195,1275,1166,7,65,561,591,339.0,25807,26303,8510042,18201976,20061161,45027,105238,121245
Seymour,133,15,26,5,1996,1993,1992,1991,99,162,136,119,25,56,43,40,8,10,15,16,51.7,3882,3957,132361,304792,429845,995,2478,3506
Manta,99,42,463,368,1994,1995,1995,1998,161,3746,677,708,25,472,1235,1366,14,215,549,380,345.3,25954,26452,2182278,4657957,5294209,22043,53086,63136
Duran,65,42,78,113,1999,2002,2003,2005,82,321,146,135,9,40,39,34,105,197,172,136,94.3,7118,7255,208885,545962,717820,3214,10213,13061
Monteverde,8,4,2,1,2000,1997,1989,1996,309,1192,477,253,133,589,595,478,34,22,28,38,6.1,459,468,34374,52050,60882,4297,8166,10438
Puna,4,3,7,10,1998,1997,2004,2006,382,1996,230,212,66,1472,650,384,4,8,11,12,8.7,659,672,27800,67984,91199,6950,20352,26592
