Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,976,159,41210,48603,2007,2008,2008,2008,761,1651,1308,1321,58,124,221,222,20,25,25,25,6821.4,527382,537508,39921013,123469885,137481641,40903,134888,157839
Bulk carrier,405,354,55152,96582,2012,2012,2012,2012,1630,3953,4479,4595,169,365,751,757,71,98,87,86,4862.8,376544,383773,33020772,71524702,88150638,81533,280177,331646
Refrigerated bulk,360,119,13770,14858,1997,1995,1996,1996,4304,4637,3513,3575,339,388,465,468,33,84,113,113,6036.6,459678,468504,44079746,96316387,108491351,122444,260926,281722
Chemical tanker,295,139,8382,13888,2008,2009,2009,2010,785,1515,1366,1381,83,185,321,323,43,64,73,72,1600.6,123479,125850,4026809,22310709,25882860,13650,88004,107281
Oil tanker,270,105,36855,67828,2007,2008,2009,2009,2158,2818,2984,3050,214,333,650,660,46,73,70,70,4607.7,355242,362063,35970000,67391638,79593978,133222,335026,413875
Vehicle,164,123,23941,7771,2008,2008,2008,2007,992,2426,2448,2420,84,166,400,396,24,41,40,38,1330.1,103014,104992,7868829,34693100,40178145,47981,182374,196275
General cargo,153,92,5039,7477,2007,2009,2011,2011,911,2197,2237,2258,76,177,492,502,53,124,115,116,665.7,51219,52203,3956791,13412207,19439926,25861,135186,181774
Miscellaneous - fishing,92,45,972,1016,1983,1984,1985,1986,845,7630,6346,6665,146,1166,2342,2479,60,269,375,302,516.6,38806,39551,7142519,15843483,18012436,77636,182713,216595
Cruise,89,25,1060,119,2001,1998,2000,1999,129,747,753,754,22,57,71,73,8,21,14,14,312.2,24075,24537,605992,2596665,2904999,6809,25625,26355
Liquefied gas tanker,27,9,2390,2820,2012,2012,2012,2012,2366,2070,1975,1959,196,250,248,247,58,78,98,97,317.4,24485,24956,716765,4958988,4186581,26547,228653,351101
Service - other,13,11,224,187,2005,2003,2002,2001,821,1958,1937,1669,302,687,629,496,37,162,92,88,66.4,5043,5140,1306614,2680884,2888815,100509,223649,252531
Service - tug,13,7,5,4,1971,1980,1991,1992,399,694,758,740,72,269,326,276,23,22,148,158,8.3,626,638,97794,231254,309636,7523,19425,26227
Ferry-RoPax,2,1,18,2,2007,2007,2007,2007,785,785,785,785,80,80,81,81,2,2,2,2,6.2,473,482,9594,23726,29112,4797,10240,9327
