Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Guayaquil,1203,408,42817,51772,2006,2008,2007,2007,762,1516,1276,1267,62,136,232,229,25,59,44,47,7605.0,585549,596791,49220852,134831775,154123754,40915,123060,143016
Esmeraldas,460,220,47168,70390,2008,2008,2009,2009,1010,2098,2598,2605,104,224,579,619,44,58,64,70,5428.7,418797,426838,37414853,83971326,99019280,81337,225153,274676
La Libertad,340,294,57729,99529,2010,2010,2011,2011,2963,5284,5587,5779,368,477,768,779,59,92,79,80,5521.6,427119,435319,36242754,85705487,104668694,106596,377458,451015
Puerto Bolivar,295,147,17669,22320,2002,2001,2002,2003,3129,4027,3501,3446,353,346,441,451,33,67,74,72,5223.6,400019,407699,33321215,84017586,94189269,112953,290379,324727
Manta,273,185,15256,6600,1998,2001,2005,2004,797,3034,1857,1800,64,388,439,636,33,117,69,104,1846.0,141317,144030,12958084,39135359,44743256,47466,138178,155289
Posorja,126,95,4697,5639,2004,2004,2007,2007,768,2566,1370,1351,64,268,328,308,25,75,74,74,974.4,74738,76173,7358440,18754930,21396987,58400,159186,183145
Duran,57,50,1100,1804,2009,2009,2010,2011,800,1486,1122,1107,71,130,314,289,42,159,310,284,169.6,13048,13299,1160949,3302156,4253567,20368,74332,93159
Baltra,36,2,10,6,2001,2000,2001,1999,85,85,91,82,19,19,27,24,5,6,8,9,14.1,1061,1081,11429,44150,73738,317,1315,2050
Monteverde,26,8,2290,2705,2012,2013,2013,2013,2353,1786,1929,1914,192,228,241,240,58,82,100,99,306.7,23660,24115,630131,4707995,3909403,24236,219204,340615
Puerto Ayora,21,2,7,1,2002,2002,2002,2002,74,427,120,143,10,42,33,40,9,88,75,93,12.3,920,938,3851,21751,47294,183,1059,2048
Baquerizo Moreno,14,2,6,4,2001,2000,2000,1998,121,126,126,145,22,22,34,48,8,10,14,12,6.4,484,494,7888,28346,43947,563,2194,3238
San Lorenzo,2,2,250,357,2010,2010,2011,2011,10267,10267,8009,7597,886,886,835,793,10,10,11,12,41.1,3171,3232,378634,902055,1041532,189317,520081,591789
Puerto Villamil,2,1,0,0,1980,1980,1980,1980,26,26,26,26,16,16,18,18,12,12,15,15,0.1,7,8,413,917,1042,207,486,576
Seymour,2,1,1,0,2002,2002,2002,2002,94,94,94,94,13,13,14,14,4,4,5,5,0.4,29,30,233,1315,2859,116,672,1300
Puna,1,1,18,27,2014,2014,2014,2014,756,756,756,756,67,67,67,67,89,89,89,89,1.7,132,135,11956,23663,29350,11956,38168,44378
Caleta Tagus,1,1,1,1,1998,1998,1998,1998,109,109,109,109,15,15,15,15,11,11,11,11,0.2,14,15,1556,4820,6148,1556,5352,6907
