Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Peru,811,395,17136,19831,2006,2008,2007,2007,732,874,737,744,56,102,89,95,27,72,61,74,2716.3,209644,213669,15426602,43978231,51759979,19022,62702,74800
Panama,376,223,6729,9659,2002,2002,2005,2006,768,1323,777,762,64,186,243,241,41,91,91,84,1730.2,132948,135500,10085263,25926257,29783854,26823,78273,93542
Colombia,304,150,6761,7892,2008,2008,2008,2008,595,846,620,623,42,90,78,81,20,45,29,31,991.9,76605,78075,6297359,18256377,20507121,20715,65855,76639
United States of America,303,130,25349,42117,2006,2009,2009,2009,2266,2947,3061,3218,217,365,513,550,30,54,61,64,3405.8,261450,266470,21882388,53700402,62993681,72219,227222,283417
Chile,215,149,13242,19947,2010,2009,2011,2011,1523,1965,1802,1886,123,180,226,255,44,125,96,103,1721.2,133065,135620,11512802,28937464,34039378,53548,164527,198349
Costa Rica,151,54,3843,2711,2011,2008,2011,2012,881,958,920,912,55,88,75,69,21,39,32,26,706.4,54339,55383,4008690,12411841,14138539,26548,81595,92984
China,96,89,35700,59666,2010,2010,2010,2011,9323,8924,9260,9279,800,778,820,837,62,74,73,73,2968.2,229821,234234,21857355,51328931,60724338,227681,744642,887300
Mexico,79,65,5210,5896,2007,2007,2009,2010,1981,2673,2203,2249,154,243,222,238,34,84,62,73,587.7,45373,46244,4299917,11172646,13261782,54429,170517,199710
Japan,67,63,23453,27404,2011,2011,2011,2011,8429,8777,8694,8822,726,754,745,832,45,72,65,83,1787.3,138292,140947,12779451,34230395,41253053,190738,655879,768449
Russian Federation,57,29,5594,6601,1998,1997,2000,2001,7113,7118,7191,7257,500,519,540,559,196,191,175,162,2146.9,163174,166307,15689517,34218015,38559296,275255,590501,638757
Netherlands,49,18,7649,9169,2005,2004,2005,2005,5663,5689,5691,5691,396,413,397,397,13,28,16,16,1644.9,127075,129515,7908516,26748994,29235867,161398,554339,645312
Spain,34,20,5073,5909,2004,2002,2007,2007,5213,6000,5084,5210,381,442,394,396,18,132,45,36,955.9,73790,75207,5842381,14908434,16768480,171835,470446,538279
"Korea, Republic of",29,28,9729,11846,2010,2010,2010,2012,9047,9786,9310,9181,735,839,706,756,33,53,56,60,809.3,62614,63816,5316445,15089891,18346841,183326,681648,798646
Nicaragua,23,15,798,929,2008,2008,2009,2009,1472,1248,1358,1359,136,114,125,129,27,37,31,32,116.0,8975,9147,719059,2638220,2921907,31263,117209,136919
Denmark,21,13,1580,1690,1993,1993,1993,1992,6205,6225,6184,6189,414,435,438,438,6,8,9,9,588.7,44913,45775,5013188,10954059,12338717,238723,508717,549261
Turkey,19,16,1382,1678,1993,1994,1995,1995,7257,7386,7423,7461,570,571,598,611,88,127,172,195,553.4,42258,43069,4115556,9300803,10488150,216608,482118,524620
Guatemala,18,18,549,725,2008,2008,2008,2008,1344,1419,1420,1397,110,137,141,141,78,83,74,87,93.6,7231,7370,387873,1466378,1730343,21548,93842,112466
El Salvador,15,11,417,592,2002,2004,2003,2005,1203,3356,1504,1376,152,583,379,286,75,136,79,69,104.7,8018,8171,605079,1707882,1975150,40339,130103,156538
Gibraltar,14,12,658,726,1993,1993,1993,1993,5252,5263,5266,5265,398,462,459,460,6,10,10,9,294.1,22429,22859,2153979,4706549,5301485,153856,327865,353995
Morocco,14,8,2688,3238,2009,2009,2009,2009,5342,5346,5358,5358,410,407,408,408,12,12,13,13,441.0,34160,34816,2566107,6827264,7668272,183293,536501,620472
United Arab Emirates,12,3,2,3,1982,1983,1995,1996,38,75,95,103,18,18,25,25,14,8,5,4,1.2,89,91,6885,18839,23234,574,1718,2165
Tunisia,12,11,635,718,1992,1992,1992,1992,6481,6398,6404,6409,519,525,537,533,92,87,85,84,269.3,20521,20915,2130560,4655377,5243845,177547,378350,408504
Libya,9,7,552,602,1994,1994,1994,1994,6376,6363,6363,6366,431,433,439,439,131,200,176,180,251.0,19160,19528,1786672,3903965,4397449,198519,423042,456758
Algeria,9,8,474,536,1992,1992,1992,1992,5614,5749,5746,5751,390,400,399,398,153,150,149,148,218.0,16621,16940,1589498,3473131,3912156,176611,376356,406351
Brazil,6,6,1419,2290,2008,2008,2008,2009,5679,5790,5487,5539,561,594,532,544,80,107,108,103,127.7,9863,10053,1084376,2439095,2751048,180729,516446,603348
Honduras,6,6,241,298,2006,2006,2008,2007,1070,1191,1219,1200,96,141,156,177,46,60,75,80,21.6,1670,1703,148367,415831,519860,24728,90128,108145
Bahamas,6,6,523,863,2011,2011,2012,2011,2052,2354,2223,2209,270,694,714,713,14,114,135,108,138.4,10717,10923,222487,1039167,1130196,37081,212595,273011
Uruguay,5,5,570,829,2009,2009,2010,2010,5019,5507,5091,5046,529,562,496,484,15,36,34,34,75.5,5803,5914,501930,1301228,1763812,100386,374611,469116
"Taiwan, Province of China",5,2,188,304,2000,2002,2006,2006,98,4739,4515,4518,31,428,820,820,16,30,49,49,21.0,1620,1651,129453,361531,556080,25891,120263,155844
Argentina,5,5,820,1292,2011,2011,2010,2009,4380,4536,4463,4459,424,422,439,456,48,65,73,68,64.8,5016,5112,842990,2060193,2174051,168598,545603,689338
Jamaica,5,5,359,187,2010,2010,2011,2008,1231,1217,1181,1244,109,144,123,177,33,73,41,97,43.5,3371,3435,193832,573171,664079,38766,121303,133622
Italy,5,4,287,325,1991,1992,1991,1991,6289,6420,6386,6377,424,446,441,439,23,30,36,37,106.0,8095,8250,964999,2108570,2375106,193000,411280,444059
