,exp_code_str3,exp_name,HS2,description,USD,tonne
0,180,"Congo, Dem. Rep. of the",74, Copper mattes,1766101397.8930001,275959.72848
1,180,"Congo, Dem. Rep. of the",81," Powders, tungsten (wolfram)",719715135.006,194711.518488
2,180,"Congo, Dem. Rep. of the",26," Iron ore, concentrate, not iron pyrites,unagglomerate",336211985.426,63433.822123
3,180,"Congo, Dem. Rep. of the",27," Anthracite, not agglomerated",259694968.521,628078.662229
4,180,"Congo, Dem. Rep. of the",28, Chlorine,93341382.495,9286.665883000001
5,180,"Congo, Dem. Rep. of the",44, Fuel wood,32813801.873999998,54334.672688
6,180,"Congo, Dem. Rep. of the",71," Pearls natural, not permanently mounted or set",16860703.92,29.456248
7,180,"Congo, Dem. Rep. of the",09," Coffee, not roasted, not decaffeinated",9030088.780000001,2663.562018
8,180,"Congo, Dem. Rep. of the",12, Soya beans,7973904.077,3347.178135
9,180,"Congo, Dem. Rep. of the",18," Cocoa beans, whole or broken, raw or roasted",5055507.674,2712.27556
10,180,"Congo, Dem. Rep. of the",72," Pig iron, non-alloy, <0.5% phosphorus",3543645.253,13886.068348
11,180,"Congo, Dem. Rep. of the",84, Nuclear reactors,3008489.554,684.693128
12,180,"Congo, Dem. Rep. of the",23," Flour or meal, pellet of meat or offal for animal fee",2880538.409,15784.78549
13,180,"Congo, Dem. Rep. of the",13, Lac,2065753.231,101.05531599999999
14,180,"Congo, Dem. Rep. of the",15," Lard, other pig fat and poultry fat, rendered",1460780.09,2567.4155490000003
15,180,"Congo, Dem. Rep. of the",03," Ornamental fish, live",887999.96,44.38976900000001
16,180,"Congo, Dem. Rep. of the",85, Electric motors of an output < 37.5 watts,841656.941,781.853386
17,180,"Congo, Dem. Rep. of the",40," Natural rubber latex, including prevulcanised",829574.601,700.046656
18,180,"Congo, Dem. Rep. of the",87, Pedestrian controlled tractors,616385.815,241.92606899999998
19,180,"Congo, Dem. Rep. of the",19," Infant foods of cereals, flour, starch or milk, retai",562343.215,395.396296
20,180,"Congo, Dem. Rep. of the",35, Casein,498108.038,9.638798
21,180,"Congo, Dem. Rep. of the",88," Gliders, hang gliders",398290.16,5.762609
22,180,"Congo, Dem. Rep. of the",29, Saturated acyclic hydrocarbons,347254.166,60.15516
23,180,"Congo, Dem. Rep. of the",78, Lead refined unwrought,320622.671,268.904787
24,180,"Congo, Dem. Rep. of the",89," Cruise ships, excursion boats, ferry boats",252650.65999999997,90.27476
25,180,"Congo, Dem. Rep. of the",39, Polyethylene - specific gravity <0.94 in primary form,243291.927,67.617634
26,180,"Congo, Dem. Rep. of the",76," Aluminium unwrought, not alloyed",181006.684,155.274621
27,180,"Congo, Dem. Rep. of the",20," Cucumbers,gherkins, prepared or preserved by vinegar",168061.38499999998,89.114865
28,180,"Congo, Dem. Rep. of the",33, Essential oils of bergamot,146804.646,59.39585600000001
29,180,"Congo, Dem. Rep. of the",73, Sheet piling of iron or steel,77391.525,21.993109
30,180,"Congo, Dem. Rep. of the",22, Mineral and aerated waters not sweetened or flavoured,73055.784,87.31970799999999
31,180,"Congo, Dem. Rep. of the",61," Mens, boys overcoats, etc, of wool or hair, knit",72921.972,9.966745
32,180,"Congo, Dem. Rep. of the",94," Seats, aircraft",71952.108,18.999732
33,180,"Congo, Dem. Rep. of the",62," Mens, boys overcoats of wool or hair, not knit",63904.759,8.21787
34,180,"Congo, Dem. Rep. of the",07," Potatoes seed, fresh or chilled",62016.252,65.241311
35,180,"Congo, Dem. Rep. of the",34," Soaps, for toilet use, solid",56215.354,30.916795999999998
36,180,"Congo, Dem. Rep. of the",91," Wrist-watch, precious metal, battery, with hands",45297.841,0.006809000000000001
37,180,"Congo, Dem. Rep. of the",49," Brochures, leaflets and similar, in single sheets",44501.994,9.972006
38,180,"Congo, Dem. Rep. of the",68," Stone setts, curbstones, flagstones (except slate)",42821.116,36.953162
39,180,"Congo, Dem. Rep. of the",90," Optical fibres, except for telecommunications",30509.49,1.5374160000000001
40,180,"Congo, Dem. Rep. of the",08," Coconuts, fresh or dried",28560.628,12.599275
41,180,"Congo, Dem. Rep. of the",79," Zinc, not alloyed, unwrought, >99% pure",20869.471,27.715035
42,180,"Congo, Dem. Rep. of the",63, Electric blankets of textile material,20602.546,25.992186999999998
43,180,"Congo, Dem. Rep. of the",70," Glass cullet, waste or scrap, glass in the mass",18095.219,191.29482499999997
44,180,"Congo, Dem. Rep. of the",64," Waterproof footwear (Wellingtons etc), metal toe cap",17132.693,4.149929
45,180,"Congo, Dem. Rep. of the",31," Animal or vegetable fertilizers, in packs >10 kg",16457.082,21.637477999999998
46,180,"Congo, Dem. Rep. of the",86," Rail locomotives, externally electrically powered",14418.878,5.837568999999999
47,180,"Congo, Dem. Rep. of the",82, Spades and shovels,13744.637,8.478459
48,180,"Congo, Dem. Rep. of the",30," Glands and other organs, dried, for therapeutic uses",9353.579,0.08653599999999999
49,180,"Congo, Dem. Rep. of the",48, Newsprint,8447.574999999999,76.15048300000001
50,180,"Congo, Dem. Rep. of the",96," Worked ivory, articles of ivory",7792.452,5.405891
51,180,"Congo, Dem. Rep. of the",25," Salt (sodium chloride) including solution, salt water",7420.51,43.971959
52,180,"Congo, Dem. Rep. of the",21," Coffee extracts, essences, concentrates, preparations",7247.567,5.6619589999999995
53,180,"Congo, Dem. Rep. of the",95," Rideable wheeled toys, dolls carriages",6571.534,7.760513
54,180,"Congo, Dem. Rep. of the",38, Artificial graphite,5297.464,1.1303370000000001
55,180,"Congo, Dem. Rep. of the",04, Milk not concentrated nor sweetened < 1% fat,5026.131,3.2601980000000004
56,180,"Congo, Dem. Rep. of the",16," Sausages, similar products of meat, meat offal & bloo",4817.783,0.644029
57,180,"Congo, Dem. Rep. of the",11, Wheat or meslin flour,4403.5070000000005,7.330284
58,180,"Congo, Dem. Rep. of the",42," Saddlery and harness, of any material",3922.386,0.666331
59,180,"Congo, Dem. Rep. of the",17," Raw sugar, cane",2550.811,2.7732870000000003
60,180,"Congo, Dem. Rep. of the",41," Bovine skins, whole, raw",2149.379,2.5584549999999995
61,180,"Congo, Dem. Rep. of the",83, Padlocks of base metal,2101.6620000000003,0.296244
62,180,"Congo, Dem. Rep. of the",37, X-ray plates and films,2031.911,0.001992
63,180,"Congo, Dem. Rep. of the",66, Garden and similar umbrellas,1756.166,0.136574
64,180,"Congo, Dem. Rep. of the",32, Quebracho tanning extract,1635.2399999999998,0.16490700000000003
65,180,"Congo, Dem. Rep. of the",05," Hair, human, unworked, waste of human hair",1583.056,0.44429199999999996
66,180,"Congo, Dem. Rep. of the",69," Bricks, blocks and ceramic goods of siliceous earths",1573.8220000000001,0.36012
67,180,"Congo, Dem. Rep. of the",56," Sanitary towels, diapers and similar articles",1547.278,1.12645
68,180,"Congo, Dem. Rep. of the",57," Carpets of wool or fine animal hair, knotted",1439.672,0.36417
69,180,"Congo, Dem. Rep. of the",67," Bird skins and feathers, articles therefrom",1413.69,0.15035700000000002
70,180,"Congo, Dem. Rep. of the",60," ""Long pile"" knit or crochet textile fabric",716.663,0.019673
71,180,"Congo, Dem. Rep. of the",14, Bamboos used primarily for plaiting,576.594,0.48019599999999996
72,180,"Congo, Dem. Rep. of the",52," Cotton, not carded or combed",187.499,0.045334000000000006
73,180,"Congo, Dem. Rep. of the",02," Bovine carcasses and half carcasses, fresh or chilled",140.507,0.09711700000000001
