Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,109,30,7607,9471,2008,2008,2009,2008,2509,2943,2829,2818,158,197,209,209,13,16,17,17,1125.2,86998,88668,8575189,26095170,28929199,78671,250564,290982
General cargo,51,20,2537,2671,2005,2006,2006,2006,3360,3729,4296,4221,270,340,418,420,20,148,44,43,388.5,29938,30512,1297572,4472824,6502069,25443,137727,185279
Cruise,44,29,4333,438,1999,2000,2001,1999,1639,1640,1907,1847,110,107,135,133,9,28,16,19,988.4,76361,77827,1410413,8286724,9938593,32055,163585,181106
Chemical tanker,13,2,1260,2098,2013,2013,2013,2013,2554,2241,3227,3226,185,173,315,315,17,22,45,45,156.1,12094,12326,404689,2963658,3417041,31130,268822,330462
Vehicle,11,10,1719,840,2006,2006,2006,2005,2228,2229,2230,2230,137,143,145,146,21,22,21,20,122.0,9453,9634,850157,3748282,4340892,77287,293768,316159
Refrigerated bulk,10,6,269,308,1995,1995,1995,1995,6555,6471,7052,7041,800,760,892,891,187,219,181,181,162.8,12340,12577,914185,1997538,2250039,91418,194812,210338
Miscellaneous - fishing,8,8,58,51,1986,1986,1987,1988,5567,9503,9271,8368,750,1446,2001,1919,132,498,186,172,47.8,3586,3655,356226,790179,898353,44528,104795,124228
Service - other,8,7,204,124,1999,2000,2005,2002,5612,5383,4292,5387,870,766,1049,1127,234,775,164,237,80.9,6125,6243,861957,1768546,1905716,107745,239750,270712
Liquefied gas tanker,8,2,24,25,2005,2005,2005,2005,635,634,799,799,52,52,84,84,11,10,33,33,12.0,920,937,18600,53888,59509,2325,12729,16739
Bulk carrier,2,2,99,155,2010,2010,2010,2010,2212,2212,2214,2214,200,200,203,202,142,142,149,147,10.7,829,845,66751,155417,218248,33376,128756,158892
Ferry-pax only,2,1,4,3,2001,2001,2001,2001,1051,1051,1051,1051,82,82,95,95,34,34,28,28,3.5,263,268,224736,457695,576554,112368,261306,344488
Ferry-RoPax,1,1,0,0,2000,2000,2000,2000,75,75,75,75,1399,1399,1399,1399,93,93,93,93,6.6,493,503,242,523,695,242,540,769
Service - tug,1,1,2,2,2015,2015,2015,2015,2793,2793,2793,2793,538,538,538,538,66,66,66,66,2.5,185,188,46016,108813,145695,46016,118821,160428
Ro-Ro,1,1,107,55,2013,2013,2013,2013,4536,4536,4536,4536,272,272,272,272,34,34,34,34,21.3,1653,1685,58674,108117,126058,58674,137905,146388
