Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Papeete,507,41,1587,613,1987,1996,1996,1990,203,1136,453,688,25,106,116,165,55,174,259,441,964.8,73370,74779,6470514,17697574,20595387,12762,33457,43875
Uturoa,284,16,381,92,1982,1997,2002,1991,137,256,358,226,13,26,91,79,5,13,32,22,164.9,12610,12852,417694,1759524,1807140,1471,4843,5983
Vaitape,133,27,804,136,1996,1996,2001,2003,245,274,339,403,46,32,56,60,17,17,25,25,343.4,26315,26821,817016,2879640,3942957,6143,21555,28631
Taiohae,79,11,582,119,2002,1998,2004,2002,170,501,556,464,51,64,68,81,16,18,19,19,158.3,12136,12369,446755,1701954,2143083,5655,20867,25471
Atuona,61,10,123,35,1998,2000,2000,1998,117,319,263,226,18,81,109,209,20,21,16,20,35.2,2690,2742,173325,535102,687356,2841,8923,11263
Fatu Hiva,36,5,81,30,1991,2000,1993,1983,76,218,327,307,20,32,100,103,8,10,8,6,29.4,2257,2301,91899,346849,487324,2553,9887,13531
Moerai,27,2,40,24,2011,2001,2010,2011,461,471,584,592,63,64,97,99,11,11,16,16,21.2,1593,1623,145630,367635,463737,5394,11832,11294
Ua Huka,24,5,14,7,1987,1999,1994,1983,76,406,207,137,20,65,85,67,6,8,10,10,6.4,484,493,27738,88150,143832,1156,4034,6276
Ikitake,22,3,34,26,1980,1979,1980,1980,698,630,1011,978,118,108,319,304,3,2,22,22,17.4,1305,1330,90272,557665,342263,4103,11077,15845
Otepa,21,6,38,31,1982,1984,1986,1985,811,795,822,831,145,112,163,166,20,27,19,19,12.8,963,982,118618,332771,416322,5648,16415,22395
Maupiti,13,2,1,1,2003,2002,2005,2005,56,56,74,74,7,8,11,11,26,33,32,34,5.1,383,391,2827,21797,10286,217,531,757
Hiva Oa,11,1,62,18,2015,2015,2015,2015,819,819,490,490,67,67,64,64,3,3,3,3,16.5,1238,1262,55579,159446,229136,5053,16469,23687
Ua Pou,7,2,7,7,1978,1982,1976,1976,200,311,408,407,50,52,85,85,13,12,11,11,2.0,147,150,22190,63357,90740,3170,10273,14735
Tupana,6,4,51,33,1997,1998,1991,1991,425,4633,1720,4374,30,654,1797,2190,30,30,35,36,27.4,2066,2105,104186,315042,454602,17364,58518,83905
Tetiaroa Is,1,1,0,0,1977,1977,1977,1977,116,116,116,116,14,14,14,14,4,4,4,4,0.1,6,6,434,1246,1791,434,1416,2036
