Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,110,30,9523,11845,2008,2008,2009,2009,3665,3629,3534,3524,246,233,256,256,13,15,15,15,1611.7,124677,127071,10767162,35405696,39103152,97883,332381,388578
General cargo,50,20,1203,1335,2005,2006,2007,2007,2392,3325,2098,2171,205,296,260,271,8,56,51,55,239.8,18460,18815,995859,3184108,4524808,19917,94074,123424
Cruise,44,29,4512,476,1999,2000,2000,1999,1957,2004,1986,2009,116,128,146,154,14,18,20,19,1052.9,81407,82970,1758453,9432238,11020609,39965,185926,199555
Chemical tanker,13,2,775,1290,2013,2013,2013,2013,1900,1902,1984,1984,143,143,166,166,42,42,41,41,113.6,8799,8968,248819,1822177,2100935,19140,165283,203181
Vehicle,10,9,4073,2026,2005,2006,2005,2005,6115,5787,5828,5826,370,351,357,356,10,15,15,15,304.9,23598,24051,2051263,9043869,10473722,205126,779685,839112
Miscellaneous - fishing,10,9,53,49,1986,1986,1990,1991,7466,9387,7899,8192,584,1383,1700,1856,47,124,63,75,52.2,3919,3994,341827,758238,862040,34183,80447,95366
Liquefied gas tanker,8,2,64,65,2005,2005,2005,2005,1955,1955,2121,2121,162,170,269,269,20,22,16,16,28.4,2180,2222,49355,142990,157907,6169,33777,44418
Refrigerated bulk,6,4,263,297,1996,1996,1996,1996,11710,11888,11392,11365,1382,1564,1526,1521,19,29,36,36,136.7,10361,10560,880125,1923117,2166210,146688,312590,337503
Service - other,6,6,193,107,1998,1998,2004,2002,6561,6570,5192,4863,516,710,672,565,112,390,227,320,84.6,6441,6565,749450,1537707,1656972,124908,277942,313836
Bulk carrier,2,2,160,249,2010,2010,2011,2011,3506,3506,3572,3550,456,456,419,424,138,138,137,137,17.6,1357,1383,107771,244171,336607,53885,201445,246390
Ferry-pax only,2,1,9,6,2001,2001,2001,2001,2317,2317,2317,2317,380,380,387,387,802,802,778,778,9.1,684,697,495554,1009242,1271333,247777,576194,759613
Service - tug,1,1,3,3,2015,2015,2015,2015,4309,4309,4309,4309,433,433,433,433,141,141,141,141,11.5,865,882,70979,167843,224733,70979,183279,247458
Ro-Ro,1,1,60,30,2013,2013,2013,2013,2514,2514,2514,2514,166,166,166,166,35,35,35,35,10.8,834,850,32516,59918,69860,32516,76425,81127
