Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,63,30,6841,3855,2007,2005,2007,2008,3658,4207,3878,4318,239,425,295,322,9,36,21,24,1032.5,79552,81080,4410191,18219093,21311759,70003,281918,323618
New Zealand,49,17,3152,3356,2004,2005,2007,2007,2227,2593,2225,2208,155,160,141,144,15,61,19,18,537.6,41585,42383,3597965,9802820,11055272,73428,212201,242582
Colombia,43,17,5862,6851,2008,2007,2008,2009,4850,4777,4807,4839,302,305,307,308,13,14,15,15,1018.2,78873,80387,5934654,21229376,23069544,138015,493798,572387
American Samoa,26,9,789,547,2003,1999,2006,2006,1266,3021,1229,1272,112,492,106,122,11,26,18,18,131.7,10142,10337,201125,1038051,1480514,7736,54868,74270
Cook Islands,16,8,204,35,1998,1999,1995,1997,559,766,588,674,42,88,56,105,25,117,57,155,66.6,5125,5223,562137,1529280,1980352,35134,100145,129577
Fiji,15,4,677,1109,2011,2009,2013,2013,1952,1928,1960,1960,151,156,162,162,36,31,40,40,108.7,8409,8571,230775,1589304,1829229,15385,128062,158138
Panama,8,8,819,532,1997,1997,2006,2007,4603,4526,4585,4583,348,386,286,295,26,87,26,39,91.8,7088,7224,547432,2122262,2500121,68429,256219,293189
Chile,8,8,621,169,2001,2001,1998,2004,2522,3630,2706,3510,187,326,242,362,22,24,21,16,148.2,11428,11647,415344,1830574,2277772,51918,220243,254511
"Taiwan, Province of China",5,4,207,233,1996,1996,1997,1997,10898,11685,11119,11087,1307,1546,1545,1538,26,43,43,43,114.2,8657,8823,692280,1512666,1703875,138456,295048,318563
Costa Rica,5,5,507,193,1999,1999,1997,2003,4264,4119,4031,4186,309,286,270,296,8,13,12,15,138.5,10719,10925,339162,1407547,1662993,67832,284299,316556
Tonga,3,3,209,37,1995,1995,1997,1997,1508,1466,1494,1493,86,95,88,101,14,20,26,20,48.0,3719,3791,129671,486645,535109,43224,146525,150895
New Caledonia,3,3,161,142,2006,2006,2006,2005,2547,2540,2537,2542,223,232,221,226,35,185,132,108,24.8,1921,1958,283177,685994,746581,94392,244707,277899
Australia,3,2,65,78,2006,2006,2007,2007,3762,3831,3822,3814,320,344,340,332,20,22,23,24,21.7,1670,1702,40827,131965,170387,13609,77583,103853
Japan,2,2,5,4,1994,1994,1994,1994,5349,5349,5352,5350,584,584,585,584,58,58,60,60,5.2,387,395,30065,66691,75821,15033,35379,41939
Kiribati,2,2,120,15,2002,2002,1999,1999,1349,1349,1358,1361,112,112,118,120,10,10,10,10,23.3,1806,1841,39868,329993,440069,19934,137671,163672
Marshall Islands,2,2,69,106,2002,2002,2005,2006,7194,7194,3314,3167,470,470,548,560,844,844,374,298,11.2,855,871,121526,277406,350183,60763,183364,222278
Mexico,2,2,110,54,2005,2005,2003,2009,3126,3126,2876,3458,254,254,219,324,10,10,11,6,25.7,1988,2026,35347,210525,290006,17673,113872,144756
"Korea, Republic of",2,2,69,77,1992,1992,1995,1995,21326,21326,14017,13992,3018,3018,2028,2019,42,42,23,23,30.0,2271,2315,285530,627135,708683,142765,315097,352365
Pitcairn,1,1,108,14,2011,2011,2011,2011,1635,1635,1635,1635,146,146,146,146,10,10,10,10,30.0,2323,2368,88545,308706,297104,88545,274619,247655
Thailand,1,1,21,18,2002,2002,2002,2002,7101,7101,7101,7101,565,565,565,565,11,11,11,11,7.6,573,584,124838,276915,314824,124838,293801,348283
China,1,1,81,48,2002,2002,2002,2002,5840,5840,5840,5840,469,469,469,469,22,22,22,22,32.8,2539,2588,334503,686328,739560,334503,744327,840450
Wallis and Futuna,1,1,1,1,1987,1987,1987,1987,2695,2695,2695,2695,549,549,549,549,49,49,49,49,2.2,168,171,6254,13872,15772,6254,14718,17448
Guatemala,1,1,102,155,2013,2013,2013,2013,4109,4109,4109,4109,325,325,325,325,134,134,134,134,10.9,844,860,69030,136622,169456,69030,220372,256224
Solomon Islands,1,1,90,150,2013,2013,2013,2013,2995,2995,2995,2995,224,224,224,224,44,44,44,44,12.2,942,960,28886,211542,243904,28886,249446,306642
