Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Papeete,514,43,1480,409,1987,1996,1999,1993,192,668,391,437,15,103,142,287,11,14,26,23,613.6,46902,47803,1977792,7034719,8462285,3848,12376,16002
Uturoa,281,14,315,127,1982,1995,1996,1984,193,207,281,304,23,24,46,30,32,37,43,68,240.1,18232,18582,650032,2511893,2519524,2313,6882,9191
Vaitape,128,21,642,131,1996,1999,2001,2000,181,394,334,473,19,34,54,42,56,70,423,1256,367.1,28142,28683,4364955,9866940,12590124,34101,84926,111874
Taiohae,85,19,805,157,2001,1997,2003,2002,253,786,688,577,61,75,72,75,15,52,22,39,235.5,18063,18410,607989,2375703,2971155,7153,26678,32096
Atuona,61,10,101,27,1998,2000,2002,1996,118,244,217,176,24,48,125,99,13,17,101,89,40.4,3066,3125,148861,457771,662548,2440,7957,11230
Fatu Hiva,35,5,74,40,1991,2000,1993,1982,147,279,301,422,16,23,47,63,22,25,66,97,26.9,2032,2071,125005,402840,573640,3572,12501,17617
Moerai,26,1,81,51,2012,2012,2012,2012,1342,1342,1321,1321,86,86,114,114,128,128,119,119,47.8,3590,3659,317622,785455,963758,12216,26077,23750
Ua Huka,24,5,34,26,1987,1999,1989,1981,86,277,510,515,16,37,74,72,18,26,98,126,11.5,864,881,85302,242290,348165,3554,11459,16472
Otepa,21,7,131,103,1983,1986,1985,1984,2162,1847,2639,2784,270,256,515,501,207,124,349,377,44.6,3350,3415,360146,1020150,1375834,17150,52724,74003
Ikitake,20,3,84,64,1980,1979,1980,1980,2117,2296,2724,2626,259,254,298,300,186,170,352,340,68.8,5164,5263,222327,1427535,837530,11116,29553,42251
Maupiti,12,2,20,19,2004,2002,2004,2003,192,1801,1731,1867,21,22,173,152,605,546,578,612,87.9,6600,6727,67753,522353,246494,5646,13779,19642
Hiva Oa,11,1,17,5,2015,2015,2015,2015,132,132,132,132,21,21,24,24,15,15,18,18,4.5,338,344,14962,42924,61685,1360,4434,6377
Ua Pou,7,2,4,4,1978,1982,1976,1976,81,115,222,222,8,32,56,56,19,19,116,116,1.2,89,91,12171,34679,49594,1739,5620,8052
Tupana,6,4,19,9,1997,1998,1998,1999,738,2238,652,1211,82,129,130,208,14,193,237,451,14.8,1119,1140,28945,100164,150261,4824,17860,26001
Tetiaroa Is,1,1,0,0,1977,1977,1977,1977,217,217,217,217,6,6,6,6,22,22,22,22,0.2,13,13,815,2337,3358,815,2655,3819
