int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,301,216,2009,2010,2009,2009,9636702723,17534075143,438,828,712,709,752,58230
Oil tanker,245,170,2006,2007,2009,2009,13834865863,24537994270,451,1329,1331,1326,1741,134670
Container,293,56,2006,2005,2008,2007,4088105675,4768720301,285,347,296,301,629,48578
Vehicle,190,141,2008,2008,2009,2008,3736753839,1239742230,284,318,326,328,223,17292
Chemical tanker,209,140,2011,2011,2010,2011,4583372414,7422646626,463,1128,1027,1031,825,63643
General cargo,231,80,1994,2004,2005,2005,1524090162,1968505183,329,984,793,754,307,23516
Service - other,68,33,2003,1999,1990,1987,109171700,118958264,326,1903,2068,2359,151,11349
Liquefied gas tanker,18,15,2011,2009,2011,2011,662384675,761103774,803,1067,1146,1135,80,6176
Service - tug,525,134,2002,2005,1999,1999,110929775,86275407,291,419,359,352,201,15106
Cruise,36,11,2012,2010,2011,2011,1005248776,94526316,268,289,305,309,270,20893
Offshore,28,25,2001,2003,2013,2011,62007383,48456443,270,1420,537,709,85,6412
Ro-Ro,10,8,2007,2006,2004,2002,171423027,97423541,323,649,410,434,31,2430
