dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Service - tug,124,26,2004,2002,1992,1992,30685799,16595518,131,539,654,592,81,6098
Chemical tanker,1,1,1995,1995,1995,1995,218438,350790,9,9,9,9,1,44
Oil tanker,4,3,2007,2005,2000,2000,6333075,7548008,26,715,103,86,24,1832
General cargo,11,3,1970,1970,1970,1970,8459148,16903743,435,363,477,476,4,289
Bulk carrier,2,2,2013,2013,2014,2014,6236963,10519130,82,82,82,82,2,189
Service - other,176,10,1989,1986,1977,1977,89577885,134654920,179,381,410,403,105,7859
Offshore,1,1,2005,2005,2005,2005,414398,201211,2395,2395,2395,2395,2,180
