port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Mina Sulman - Hidd,51,13,1998,1999,1983,1980,21390644,13843467,271,693,539,286,47,3516
Khalifa Bin Salman - Galali,7,2,1995,1994,1986,1982,2322237,3449577,505,305,693,750,7,495
Hidd - Sitrah,24,7,1994,2002,1996,1994,6056361,9626190,113,91,53,56,31,2344
Khalifa Bin Salman - Hidd,133,16,1992,1994,1981,1980,73967465,106668491,186,412,356,336,78,5851
Khalifa Bin Salman - Sitrah,23,4,1992,1998,1994,1992,7861632,9972367,138,658,544,482,12,919
Sitrah - Mina Sulman,1,1,2007,2007,2007,2007,42708,18981,169,169,169,169,1,101
Khalifa Bin Salman - Mina Sulman,62,20,2003,2000,1991,1981,11062117,11398350,59,445,334,317,25,1884
Sitrah - Galali,3,1,1980,1980,1980,1980,154037,272967,66,66,66,66,0,27
Galali - Muharraq,2,2,1978,1978,1975,1973,126012,201410,57,57,54,52,3,210
Muharraq - Mina Sulman,5,4,1981,1984,1980,1976,2527863,4394669,459,285,364,373,7,559
Mina Sulman - Galali,8,4,1974,1974,1974,1973,16414629,26926849,228,437,855,867,8,586
