int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Suva,398,187,2005,2004,2006,2008,12934464404,11419749440,1156,4059,1898,1876,2402,184773
Lautoka,142,54,2005,2005,2005,2007,4295392210,3911811898,1219,1877,1541,1728,839,64725
Yasawa Island,1,1,1995,1995,1995,1995,32626070,2876289,639,639,639,639,8,658
Nadi,77,24,2007,2006,2005,2011,2196379094,2078195633,706,1869,1636,2395,432,33328
Malau (Labasa),22,4,2011,2013,2014,2015,153514751,217292470,526,2618,1584,1839,33,2503
Nambouwalu,8,7,2001,2001,2005,2005,970157892,1192667295,3987,2964,3501,3496,82,6327
Rabi,2,2,1984,1984,1988,1987,1657885,313770,130,130,141,133,1,54
Vanua Mbalavu,1,1,2003,2003,2003,2003,812277,136195,204,204,204,204,0,28
Levuka,6,3,1982,1987,1987,1987,50327891,55972584,698,6790,8444,8670,45,3420
Wairiki,1,1,2002,2002,2002,2002,4379887,2197940,13477,13477,13477,13477,9,648
Maolo Lailai Island,1,1,1996,1996,1996,1996,6952,9848,20,20,20,20,4,308
Savusavu,8,2,2008,2002,2001,2008,77524141,47326833,560,560,698,821,24,1823
Mana Island,1,1,1996,1996,1996,1996,106875,38030,34,34,34,34,0,15
Ellington Wharf,1,1,1990,1990,1990,1990,181585471,333567446,4737,4737,4737,4737,11,885
