port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Avarua - Aitutaki,35,9,2004,2001,2002,2005,59426641,40703958,157,161,167,175,16,1213
Avarua - Mitiaro Island,9,1,2009,2009,2009,2009,4237012,4415323,164,164,943,943,21,1545
Avarua - Mangaia,6,1,2009,2009,2009,2009,621307,647455,118,118,208,208,2,171
Mangaia - Mitiaro Island,6,1,2009,2009,2009,2009,443587,462255,144,144,148,148,2,124
Avarua - Atiu,3,1,2009,2009,2009,2009,1325293,1381067,120,120,885,885,6,452
Aitutaki - Atiu,1,1,2009,2009,2009,2009,60271,62808,121,121,121,121,0,9
