int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,27,4,2006,2006,2005,2005,157141566,202402542,822,1137,1002,993,42,3211
Ferry-pax only,2,1,2001,2001,2001,2001,8900510,6023250,2317,2317,2317,2317,9,684
Liquefied gas tanker,9,2,2005,2005,2005,2005,46615191,47793281,1214,1184,1378,1378,24,1825
Cruise,18,10,1998,2000,1997,1997,339897786,40587453,565,642,621,617,87,6716
Service - other,1,1,1980,1980,1980,1980,272718,141625,964,964,964,964,1,57
Chemical tanker,8,1,2010,2010,2010,2010,33678498,49313944,845,845,875,875,12,945
Miscellaneous - fishing,1,1,2003,2003,2003,2003,981620,624143,1441,1441,1441,1441,1,70
Ro-Ro,1,1,2009,2009,2009,2009,73851,76959,148,148,148,148,2,156
