port_pair,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Khawr Al Zubair Lng Terminal - Basrah Oil Terminal,149,53,2004,2003,2007,2007,1029448706,1723307926,186,444,484,497,289,22135
Basrah Oil Terminal - Khor Al Zubair,317,55,2002,2002,2004,2004,1268110810,2059238171,78,321,240,242,719,55242
Khor Al Zubair - Khawr Al Zubair Lng Terminal,17,12,2009,2008,2009,2009,307639037,496538384,741,1843,1832,1828,69,5289
Basrah Oil Terminal - Umm Qasr,574,142,2005,2004,2004,2004,5046098157,7650715721,145,493,506,542,959,73715
Khor Al Zubair - Khawr Al Amaya,296,77,1997,1997,2002,2002,962431687,1610857673,88,283,284,293,573,43846
Khawr Al Amaya - Umm Qasr,747,208,2003,2002,2005,2005,4563273383,7144406850,137,529,553,615,990,75981
Khawr Al Amaya - Khawr Al Zubair Lng Terminal,175,66,2000,2001,2005,2005,747211484,1215349839,119,348,412,417,275,21052
Al Faw - Khor Al Zubair,25,15,1990,1989,2003,2004,90344844,145933569,151,992,1302,1334,26,2012
Umm Qasr - Al Faw,43,26,1994,1995,2005,2006,163879173,232885552,609,1266,975,998,53,3998
Khawr Al Zubair Lng Terminal - Umm Qasr,15,11,2012,2010,2013,2013,102758886,142012882,748,2635,1423,1336,77,5813
Khawr Al Amaya - Al Faw,61,30,1999,1996,2010,2009,721738967,973515757,1484,4711,2317,2354,275,20745
Khor Al Zubair - Umm Qasr,7,6,2007,2007,2001,2001,41446751,64451986,335,419,570,576,33,2558
Al Faw - Basrah Oil Terminal,22,16,2003,2002,2003,2002,208321069,276591402,775,1608,1209,1157,58,4389
Khawr Al Zubair Lng Terminal - Al Faw,11,7,1993,1991,1991,1990,10169485,14619095,1150,1545,1702,1833,5,405
Basrah Oil Terminal - Khawr Al Amaya,75,31,2003,2002,2002,2002,273546293,409509945,229,795,636,689,110,8334
Khawr Al Amaya - Basrah,35,5,2007,2012,2007,2006,12040596,22773123,97,741,152,139,10,733
Basrah Oil Terminal - Basrah,3,1,2006,2006,2006,2006,1243574,2660185,157,157,158,158,1,54
Al Faw - Basrah,4,4,2012,2012,2015,2014,6691521,4441847,568,3446,1597,693,5,374
Khawr Al Zubair Lng Terminal - Basrah,1,1,2014,2014,2014,2014,313164,207636,489,489,489,489,2,121
Basrah - Umm Qasr,2,2,2014,2014,2014,2014,269906,150846,215,215,216,222,1,59
