int_dep_port,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Basrah Oil Terminal,1691,946,2005,2006,2009,2009,416268105753,796403828597,678,2506,3427,3492,28811,2229782
Umm Qasr,899,400,2002,2006,2005,2006,13645645301,18112755384,531,740,621,634,2024,155962
Al Faw,335,123,1998,1996,2002,2003,1079001775,1412512664,575,1887,670,663,369,28019
Khawr Al Amaya,665,283,1996,1998,2003,2004,6535714913,10109478366,459,1117,877,914,1280,97892
Khor Al Zubair,120,75,1996,1997,2007,2007,985180588,1574390770,559,814,695,689,241,18488
Khawr Al Zubair Lng Terminal,105,69,2004,2005,2000,2000,1822396022,2958899856,670,1313,964,961,278,21433
Basrah,38,3,2006,2002,2006,2006,62928972,119349481,486,883,421,443,19,1466
Samarra',1,1,1976,1976,1976,1976,3850058,4983577,977,977,977,977,5,353
Mosul (Ak Mawsil),1,1,1982,1982,1982,1982,20766690,24192072,4986,4986,4986,4986,11,832
Baghdad,2,2,1986,1986,1989,1989,4715670,5342580,541,541,763,623,2,169
Al Hillah,1,1,2007,2007,2007,2007,197439375,391077575,1225,1225,1225,1225,7,506
Nasiriyah,1,1,2004,2004,2004,2004,10952885,18981605,389,389,389,389,1,95
Najaf,1,1,1998,1998,1998,1998,21763033,16205559,863,863,863,863,3,249
