int_dep_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
Bulk carrier,265,211,2007,2008,2006,2006,6135165477,10709521874,516,895,769,768,586,45310
Oil tanker,1283,684,2005,2007,2009,2009,414122382946,794186927824,1238,3156,3516,3549,28516,2207267
Chemical tanker,211,95,2005,2006,2005,2005,3982721295,6500385559,637,960,985,990,698,53751
General cargo,867,229,1998,2000,2004,2004,4115583727,5573705926,541,1331,823,800,975,74238
Service - tug,218,82,1999,2001,1997,1994,89829870,71021754,411,1266,772,808,209,15707
Container,574,92,2003,2004,2004,2004,10595934708,12619364994,504,611,552,552,1394,107635
Offshore,125,22,1997,1991,1993,1986,52796236,60364301,140,2844,1147,1473,157,11790
Ro-Ro,136,26,1990,1999,1984,1986,419704021,261932316,441,360,617,595,192,14731
Service - other,52,17,1987,1999,1991,1990,95639011,100973564,523,809,675,655,59,4414
Liquefied gas tanker,65,21,2004,2005,2000,1999,768099182,936561077,790,1261,1297,1293,189,14513
Vehicle,29,7,1988,2002,1992,1990,255551610,119058800,500,375,432,459,47,3564
Ferry-pax only,31,2,1993,1996,1993,1993,14810308,1345006,596,575,804,803,18,1341
Refrigerated bulk,2,2,1984,1984,1984,1984,9823074,10580729,1146,1146,1138,1134,10,782
Other liquids tankers,1,1,2016,2016,2016,2016,59407,67057,120,120,120,120,1,51
Miscellaneous - fishing,1,1,1990,1990,1990,1990,360163,187306,535,535,535,535,2,152
