dom_type,n_vys,n_imo,aby_vys,aby_flt,aby_gt_nm,aby_dwt_nm,tps_gt_nm,tps_dwt_nm,avd_vys,avd_flt,avd_gt_nm,avd_dwt_nm,ene_tj,co2_t
General cargo,81,5,1999,2002,2004,2004,233800671,230453331,361,476,527,500,65,4962
Container,20,16,2003,2004,2005,2004,131529413,152333247,67,137,177,172,27,2103
Liquefied gas tanker,1,1,2008,2008,2008,2008,1109572,1235660,247,247,247,247,3,242
Miscellaneous - fishing,1,1,2013,2013,2013,2013,946800,638450,645,645,645,645,0,30
Bulk carrier,2,2,2013,2013,2012,2012,18809899,35678464,135,135,138,138,1,113
Service - other,5,3,1985,1990,2005,2008,13179705,7437523,717,833,978,1013,7,505
