Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,124,31,2604,271,2002,2004,2004,2004,229,254,324,332,19,22,29,30,8,10,7,7,551.0,42674,43494,666351,4542748,5485697,5374,32057,36368
Bulk carrier,89,11,545,952,1972,2000,2012,2013,170,1563,1517,1612,22,136,305,306,24,78,43,43,59.8,4602,4690,319425,829361,993298,3589,14033,17248
General cargo,43,36,185,257,1995,1994,2003,2003,733,869,931,914,70,84,107,107,38,248,117,125,46.7,3554,3622,379068,1129840,1607462,8816,33764,45946
Ferry-RoPax,41,3,66,11,1979,1985,1981,1981,118,289,158,176,11,19,21,24,12,12,11,11,26.9,2068,2108,65396,161718,198429,1595,3405,3101
Miscellaneous - fishing,15,1,0,0,2007,2007,2007,2007,66,66,90,90,11,11,26,26,5,5,6,6,1.0,78,80,2602,5773,6563,173,408,484
Container,14,7,90,117,1998,2000,1995,1995,404,447,419,416,36,37,43,43,13,14,16,16,16.9,1294,1319,143404,468703,529786,10243,35115,41559
Ferry-pax only,8,2,0,0,2011,1990,2004,2001,81,125,92,96,20,20,34,34,87,48,68,63,1.3,99,100,5282,10757,13551,660,1535,2024
Service - other,7,5,60,32,2010,2010,2014,2015,1456,2222,2756,2562,143,166,79,104,189,298,555,470,16.3,1240,1264,219909,451205,486200,31416,69905,78932
Vehicle,6,4,253,85,2002,2001,2002,2002,927,1027,973,976,61,77,70,71,6,28,21,21,12.5,967,985,85997,379153,439098,14333,54479,58631
Chemical tanker,5,5,44,69,2014,2014,2014,2014,985,989,920,940,86,87,82,83,27,22,20,20,9.8,747,762,63059,210386,256195,12612,47137,58151
Refrigerated bulk,2,2,12,12,1993,1993,1993,1993,766,766,766,766,52,52,53,53,46,46,37,37,5.1,392,400,35082,76655,86345,17541,37379,40358
Service - tug,1,1,1,1,1982,1982,1982,1982,2469,2469,2469,2469,262,262,262,262,915,915,915,915,1.7,128,131,26530,62734,83998,26530,68504,92492
Oil tanker,1,1,1,2,1989,1989,1989,1989,563,563,563,563,78,78,78,78,43,43,43,43,0.8,58,59,8183,1461,2243,8183,21246,27049
