Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cruise,124,31,2615,255,2002,2004,2003,2004,206,267,326,312,15,20,30,28,8,14,11,12,629.0,48717,49653,897517,4647796,5237380,7238,32958,34805
Bulk carrier,88,11,738,1338,1973,2000,2013,2014,165,1641,2060,2271,19,141,412,420,28,41,15,15,67.9,5228,5328,369546,999863,1181176,4199,17355,21288
General cargo,45,38,195,268,1995,1994,2002,2002,585,820,943,924,68,94,118,113,35,79,64,64,43.5,3317,3380,379796,1134608,1606186,8440,33073,44324
Ferry-RoPax,41,3,114,20,1979,1985,1987,1988,114,847,273,337,10,33,39,45,12,25,27,30,41.6,3197,3259,125511,310379,380837,3061,6535,5952
Miscellaneous - fishing,15,1,1,0,2007,2007,2007,2007,81,81,117,117,9,9,13,13,5,5,42,42,1.4,103,105,3403,7549,8582,227,534,633
Container,14,7,50,62,1998,2000,2001,2000,255,300,234,219,18,26,33,32,14,16,14,14,11.8,902,919,87460,263511,296421,6247,19441,22613
Ferry-pax only,8,2,1,0,2011,1990,1986,1982,67,357,143,165,19,62,80,86,18,12,10,10,0.8,56,57,9100,18534,23347,1138,2645,3487
Service - other,7,5,20,10,2008,2007,2013,2014,550,643,918,811,79,90,151,139,32,162,36,36,8.8,667,680,71486,146674,158051,10212,22724,25659
Vehicle,6,4,137,46,2002,2001,2002,2002,517,557,525,527,33,37,38,38,11,10,11,11,7.3,567,578,46413,204632,236984,7736,29403,31644
Chemical tanker,5,5,56,88,2014,2014,2014,2014,401,809,1174,1189,44,75,122,122,12,25,6,6,9.7,748,763,50267,195733,232597,10053,44475,54192
Refrigerated bulk,2,2,10,10,1993,1993,1993,1993,654,654,654,653,53,53,55,55,54,54,62,62,5.2,398,405,29947,65435,73706,14973,31908,34451
Service - tug,1,1,0,0,1982,1982,1982,1982,678,678,678,678,124,124,124,124,2,2,2,2,0.4,27,28,7287,17233,23074,7287,18818,25407
Oil tanker,1,1,1,2,1989,1989,1989,1989,471,471,471,471,61,61,61,61,51,51,51,51,0.9,70,71,6850,1223,1877,6850,17786,22644
