Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Bar,189,55,1214,1646,1983,2000,2008,2012,167,854,663,1349,19,87,272,356,22,45,21,19,172.6,13262,13516,945668,2751508,3433220,5004,18358,22457
Kotor,100,26,2031,193,2005,2007,2003,2004,206,237,329,312,15,18,32,29,9,14,11,11,495.3,38360,39097,685079,3521598,3955415,6851,30975,32615
Ulcinj,27,20,159,177,1992,1993,2000,2005,565,764,783,824,62,73,98,106,18,86,34,41,30.9,2367,2412,205238,627653,792056,7601,26310,32237
Petrovac,11,1,1,0,2007,2007,2007,2007,96,96,128,128,9,9,12,12,23,23,45,45,1.1,81,82,2720,6034,6860,247,582,690
Tivat,10,7,206,22,1999,1995,2003,2003,197,300,374,391,25,28,29,30,11,15,13,13,51.2,3960,4036,46516,342140,416911,4652,30296,35235
Zelenika,8,7,154,17,1997,1996,2004,2004,284,294,370,334,22,31,27,26,11,103,11,17,34.0,2630,2680,50922,271609,308923,6365,30538,33373
Bijela,6,5,102,13,1996,1996,2002,1999,435,431,328,362,23,53,22,36,6,10,14,15,25.6,1982,2020,76344,263922,277999,12724,40460,40907
Hercegnovi,3,3,55,16,2006,2006,2010,2004,465,500,646,525,39,43,40,47,12,30,21,53,13.0,1002,1021,38118,134816,140923,12706,43555,43950
Igalo,2,2,16,16,1996,1996,1973,1973,1478,1478,2640,2837,136,136,220,220,20,20,21,21,4.3,335,342,28054,81821,112709,14027,55753,70334
Budva,1,1,0,0,1963,1963,1963,1963,661,661,661,661,115,115,115,115,5,5,5,5,0.3,20,21,5926,12069,15203,5926,13780,18167
