Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Yongdang Dong,9151,1590,157424,198854,2003,2005,2007,2007,611,1557,1427,1432,49,136,275,292,16,53,32,34,25644.2,1974953,2012872,177119469,518098131,595389128,19355,63697,76017
Onsan,5353,2332,395242,663559,2007,2007,2009,2009,949,2531,3763,3996,72,211,558,580,26,56,124,131,35291.6,2726477,2778825,246321561,621989293,707944250,46016,154886,193136
Busan New Port,3719,1245,389698,412724,2008,2008,2010,2010,705,1536,1539,1526,50,107,293,296,15,20,19,19,38350.7,2936305,2992682,232106874,646349750,732366113,62411,206970,245740
Busan,3245,1322,54494,77323,2002,2004,2009,2010,492,1367,1196,1567,45,182,453,461,11,56,37,39,7741.0,590539,601878,45752959,124788913,149867141,14100,48579,59595
Gamcheon/Busan,3068,1558,58815,74258,1998,2001,2006,2007,602,1589,1811,1750,68,213,437,429,28,111,49,45,10729.9,815804,831468,60169896,157851618,187235008,19612,61462,74561
Ulsan,1626,954,81056,118959,2008,2007,2010,2010,850,2122,3198,3359,79,194,551,578,20,46,45,45,8220.8,634490,646672,49247334,147319583,167528089,30287,116685,148756
Jisepo,1554,1046,193223,195717,2007,2007,2009,2009,948,1825,2189,2099,64,139,421,433,16,46,82,78,20403.7,1441606,1469285,89457590,307889717,326526140,57566,236873,306886
Daesan,1455,904,170289,281630,2008,2008,2010,2010,1198,2937,4390,4608,97,250,618,628,48,92,119,130,15153.4,1144053,1166019,97863013,242005433,273200187,67260,217748,271207
Pohang,1108,677,107092,199537,2006,2006,2011,2011,1049,2065,4241,4527,88,189,821,841,45,76,77,76,7010.5,539810,550175,45866937,118974463,142852669,41396,140820,175717
Yosu,1107,889,128126,217576,2009,2009,2010,2010,973,2456,3415,3676,94,227,706,743,23,70,135,146,10878.2,824895,840732,71069819,180639302,200246679,64200,216849,273208
Gwangyang,1083,554,65087,104894,2010,2008,2013,2013,689,1917,2970,3268,81,202,668,707,22,44,72,79,5775.5,433617,441942,36648834,100823410,112851442,33840,120575,154151
Incheon,931,408,65568,70796,2008,2007,2008,2010,772,2957,2718,3563,62,258,591,606,13,69,59,84,7810.5,575990,587049,38917620,126691982,141743199,41802,154223,190574
Pyeongtaek,838,410,68078,79934,2008,2008,2010,2011,687,2507,2770,3362,67,239,589,611,17,69,61,79,6683.6,493820,503301,31940315,109228349,119810863,38115,149140,185002
Janghang,459,314,41229,65137,2009,2006,2009,2009,1169,2689,3441,4299,111,245,624,651,19,86,132,152,3393.0,254733,259624,21231486,58214135,66406764,46256,166773,206760
Tongyeong,325,282,16335,23926,2005,2005,2009,2009,922,1666,2762,2851,82,152,427,451,11,37,69,74,1686.2,130131,132629,11757198,31882726,37434638,36176,122782,150675
Dangjin,291,223,47678,71480,2004,2005,2006,2006,1749,2902,4341,4777,167,255,609,689,33,63,80,96,4080.7,295718,301396,19847522,59782234,65786344,68205,253409,315846
